Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin
64,1,1,1,1,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,1,2,2,1,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,1,4,4,1,3,3,1,1,0,0,0.014564,0.010354,0.009102,NOT SUPPORT!,0.027534,0.037888,0.024804,0.021390,2
64,1,7,7,1,3,3,1,1,0,0,0.010354,0.010923,0.010468,NOT SUPPORT!,0.027193,0.038002,0.024121,0.021732,0
64,1,8,8,1,3,3,1,1,0,0,0.011264,0.011264,0.010012,NOT SUPPORT!,0.027989,0.037774,0.024690,0.021618,2
64,1,15,15,1,3,3,1,1,0,0,0.013084,0.013198,0.010468,NOT SUPPORT!,0.029127,0.038912,0.029013,0.023893,2
64,1,16,16,1,3,3,1,1,0,0,0.012629,0.013084,0.010126,NOT SUPPORT!,0.029013,0.038457,0.029127,0.023666,2
64,1,24,24,1,3,3,1,1,0,0,0.015019,0.015132,0.009899,NOT SUPPORT!,0.036750,0.038912,0.034816,0.025259,2
64,1,32,32,1,3,3,1,1,0,0,0.017977,0.018091,0.010126,NOT SUPPORT!,0.036978,0.038571,0.038912,0.028217,2
64,1,48,48,1,3,3,1,1,0,0,0.012402,0.013540,0.011378,NOT SUPPORT!,0.045625,0.083172,0.060075,0.034588,2
64,1,64,64,1,3,3,1,1,0,0,0.015815,0.015474,0.012060,NOT SUPPORT!,0.046535,0.161451,0.089088,0.043691,2
64,1,96,96,1,3,3,1,1,0,0,0.022528,0.022642,0.016156,NOT SUPPORT!,0.097963,0.271360,0.173625,0.073728,2
64,1,97,97,1,3,3,1,1,0,0,0.022869,0.022983,0.015929,NOT SUPPORT!,0.098304,0.269653,0.173170,0.074183,2
64,1,128,128,1,3,3,1,1,0,0,0.033564,0.033678,0.021163,NOT SUPPORT!,0.099783,0.412331,0.290702,0.114802,2
64,1,256,256,1,3,3,1,1,0,0,0.184548,0.184320,0.060530,NOT SUPPORT!,0.251449,1.332224,1.332793,0.568889,2
64,1,384,384,1,3,3,1,1,0,0,0.479346,0.479346,0.151552,NOT SUPPORT!,NOT SUPPORT!,3.263260,2.971420,1.270101,2
64,1,512,512,1,3,3,1,1,0,0,0.744448,0.743424,0.218908,NOT SUPPORT!,NOT SUPPORT!,4.670578,4.350863,1.943893,2
64,1,640,640,1,3,3,1,1,0,0,1.204565,1.204110,0.335076,NOT SUPPORT!,NOT SUPPORT!,7.758165,6.727453,3.046741,2
64,1,768,768,1,3,3,1,1,0,0,1.713266,1.714290,0.479118,NOT SUPPORT!,NOT SUPPORT!,10.776917,9.678620,4.372139,2
64,1,896,896,1,3,3,1,1,0,0,2.399801,2.399801,0.648988,NOT SUPPORT!,NOT SUPPORT!,14.268415,13.163293,5.950805,2
64,1,1024,1024,1,3,3,1,1,0,0,3.210468,3.211719,0.845369,NOT SUPPORT!,NOT SUPPORT!,18.961636,17.190002,7.762375,2
64,1,2048,2048,1,3,3,1,1,0,0,4.091335,4.090766,4.089856,NOT SUPPORT!,NOT SUPPORT!,73.562454,68.817467,31.045519,2
64,1,3072,3072,1,3,3,1,1,0,0,8.069576,8.061155,8.034305,NOT SUPPORT!,NOT SUPPORT!,162.160080,154.873169,70.030449,2
64,2,1,1,2,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,2,2,2,2,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,2,4,4,2,3,3,1,1,0,0,0.010012,0.010354,0.009899,NOT SUPPORT!,0.031972,0.051883,0.070656,0.021845,2
64,2,7,7,2,3,3,1,1,0,0,0.011150,0.011264,0.010923,NOT SUPPORT!,0.033109,0.052110,0.024462,0.021845,2
64,2,8,8,2,3,3,1,1,0,0,0.010923,0.011947,0.011036,NOT SUPPORT!,0.032199,0.051883,0.024007,0.022073,0
64,2,15,15,2,3,3,1,1,0,0,0.010923,0.011378,0.011036,NOT SUPPORT!,0.034133,0.052338,0.029241,0.023780,0
64,2,16,16,2,3,3,1,1,0,0,0.011264,0.011492,0.011036,NOT SUPPORT!,0.034475,0.052907,0.029013,0.023666,2
64,2,24,24,2,3,3,1,1,0,0,0.011150,0.011605,0.011036,NOT SUPPORT!,0.044487,0.053476,0.035385,0.025372,2
64,2,32,32,2,3,3,1,1,0,0,0.013312,0.013426,0.013198,NOT SUPPORT!,0.044032,0.053020,0.039140,0.026965,2
64,2,48,48,2,3,3,1,1,0,0,0.015701,0.015929,0.015474,NOT SUPPORT!,0.071339,0.118215,0.060075,0.031630,2
64,2,64,64,2,3,3,1,1,0,0,0.020139,0.020821,0.020252,NOT SUPPORT!,0.073045,0.247239,0.089429,0.041870,0
64,2,96,96,2,3,3,1,1,0,0,0.033906,0.034247,0.034133,NOT SUPPORT!,0.214471,0.410852,0.173625,0.066219,0
64,2,97,97,2,3,3,1,1,0,0,0.034133,0.034702,0.034020,NOT SUPPORT!,0.213902,0.414492,0.174649,0.066674,2
64,2,128,128,2,3,3,1,1,0,0,0.052452,0.052452,0.052110,NOT SUPPORT!,0.217998,0.644210,0.291157,0.115940,2
64,2,256,256,2,3,3,1,1,0,0,0.222663,0.223460,0.222322,NOT SUPPORT!,0.783474,2.037305,1.099776,0.427918,2
64,2,384,384,2,3,3,1,1,0,0,0.493568,0.493796,0.493113,NOT SUPPORT!,NOT SUPPORT!,4.263481,2.447474,0.941625,2
64,2,512,512,2,3,3,1,1,0,0,0.881778,0.881664,0.881436,NOT SUPPORT!,NOT SUPPORT!,7.280299,4.341646,1.650802,2
64,2,640,640,2,3,3,1,1,0,0,1.391047,1.391275,1.391047,NOT SUPPORT!,NOT SUPPORT!,12.176156,6.787755,2.583211,0
64,2,768,768,2,3,3,1,1,0,0,1.989859,1.990997,1.989746,NOT SUPPORT!,NOT SUPPORT!,16.966883,9.774876,3.747840,2
64,2,896,896,2,3,3,1,1,0,0,3.284309,3.284765,3.283854,NOT SUPPORT!,NOT SUPPORT!,24.458471,13.308814,5.081202,2
64,2,1024,1024,2,3,3,1,1,0,0,4.345287,4.346766,3.695047,NOT SUPPORT!,NOT SUPPORT!,30.650370,17.377962,6.699463,2
64,2,2048,2048,2,3,3,1,1,0,0,17.810316,16.948112,16.879616,NOT SUPPORT!,NOT SUPPORT!,119.012924,69.440742,26.846094,2
64,2,3072,3072,2,3,3,1,1,0,0,38.201004,38.227402,38.224552,NOT SUPPORT!,NOT SUPPORT!,265.080627,156.314163,NOT SUPPORT!,0
64,4,1,1,4,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,4,2,2,4,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,4,4,4,4,3,3,1,1,0,0,0.012174,0.012402,0.012060,NOT SUPPORT!,0.033109,0.052793,0.023780,0.022983,2
64,4,7,7,4,3,3,1,1,0,0,0.012629,0.013198,0.012516,NOT SUPPORT!,0.032540,0.052565,0.024348,0.022983,2
64,4,8,8,4,3,3,1,1,0,0,0.012516,0.012629,0.012174,NOT SUPPORT!,0.032540,0.052679,0.023780,0.023097,2
64,4,15,15,4,3,3,1,1,0,0,0.012288,0.012629,0.012174,NOT SUPPORT!,0.032996,0.052907,0.028900,0.024235,2
64,4,16,16,4,3,3,1,1,0,0,0.012402,0.014450,0.012402,NOT SUPPORT!,0.032996,0.053248,0.029013,0.024576,0
64,4,24,24,4,3,3,1,1,0,0,0.015474,0.025941,0.015360,NOT SUPPORT!,0.044715,0.053703,0.034816,0.026624,2
64,4,32,32,4,3,3,1,1,0,0,0.019797,0.030151,0.019570,NOT SUPPORT!,0.045397,0.054272,0.038684,0.030720,2
64,4,48,48,4,3,3,1,1,0,0,0.027420,0.027762,0.027420,NOT SUPPORT!,0.058709,0.117874,0.060757,0.043008,0
64,4,64,64,4,3,3,1,1,0,0,0.041870,0.042098,0.041756,NOT SUPPORT!,0.060188,0.251108,0.089657,0.060757,2
64,4,96,96,4,3,3,1,1,0,0,0.083513,0.083627,0.083399,NOT SUPPORT!,0.159630,0.421205,0.174080,0.130617,2
64,4,97,97,4,3,3,1,1,0,0,0.084764,0.084878,0.084423,NOT SUPPORT!,0.161109,0.419271,0.174421,0.132665,2
64,4,128,128,4,3,3,1,1,0,0,0.175787,0.176356,0.175787,NOT SUPPORT!,0.169301,0.657408,0.292978,0.221184,4
64,4,256,256,4,3,3,1,1,0,0,0.636132,0.637042,0.636132,NOT SUPPORT!,0.572985,2.089984,1.116274,0.826937,4
64,4,384,384,4,3,3,1,1,0,0,1.736021,1.737045,1.736590,NOT SUPPORT!,NOT SUPPORT!,5.270073,3.034453,2.070983,0
64,4,512,512,4,3,3,1,1,0,0,2.576384,2.576612,2.576725,NOT SUPPORT!,NOT SUPPORT!,7.449714,4.433351,3.291022,0
64,4,640,640,4,3,3,1,1,0,0,4.863204,4.251875,4.040704,NOT SUPPORT!,NOT SUPPORT!,12.527161,6.912569,5.144463,2
64,4,768,768,4,3,3,1,1,0,0,7.051605,7.038748,6.216590,NOT SUPPORT!,NOT SUPPORT!,17.429731,9.943381,7.437312,2
64,4,896,896,4,3,3,1,1,0,0,9.744953,9.327957,8.103139,NOT SUPPORT!,NOT SUPPORT!,23.267897,13.507697,10.148295,2
64,4,1024,1024,4,3,3,1,1,0,0,12.802616,11.302570,11.281180,NOT SUPPORT!,NOT SUPPORT!,31.518606,17.660700,13.269335,2
64,4,2048,2048,4,3,3,1,1,0,0,58.181973,58.210190,58.211441,NOT SUPPORT!,NOT SUPPORT!,122.298599,70.568047,NOT SUPPORT!,0
64,4,3072,3072,4,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,8,1,1,8,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,8,2,2,8,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,8,4,4,8,3,3,1,1,0,0,0.022869,0.041074,0.022528,NOT SUPPORT!,0.033906,0.053134,0.024121,0.023780,2
64,8,7,7,8,3,3,1,1,0,0,0.022983,0.040960,0.022756,NOT SUPPORT!,0.032540,0.052110,0.023780,0.024235,2
64,8,8,8,8,3,3,1,1,0,0,0.022869,0.041301,0.022642,NOT SUPPORT!,0.032427,0.052679,0.024235,0.024007,2
64,8,15,15,8,3,3,1,1,0,0,0.019001,0.029355,0.023780,NOT SUPPORT!,0.033678,0.053134,0.027989,0.026965,0
64,8,16,16,8,3,3,1,1,0,0,0.019456,0.028786,0.023780,NOT SUPPORT!,0.034361,0.053020,0.027876,0.027420,0
64,8,24,24,8,3,3,1,1,0,0,0.026852,0.026852,0.041984,NOT SUPPORT!,0.043918,0.053817,0.035044,0.035044,1
64,8,32,32,8,3,3,1,1,0,0,0.037660,0.035499,0.058368,NOT SUPPORT!,0.044260,0.054044,0.039253,0.041415,1
64,8,48,48,8,3,3,1,1,0,0,0.069746,0.060302,0.103538,NOT SUPPORT!,0.089771,0.116964,0.060985,0.065308,1
64,8,64,64,8,3,3,1,1,0,0,0.115484,0.095460,0.166002,NOT SUPPORT!,0.095118,0.252928,0.090908,0.110706,6
64,8,96,96,8,3,3,1,1,0,0,0.247694,0.201387,0.348046,NOT SUPPORT!,0.333028,0.430080,0.268743,0.230628,1
64,8,97,97,8,3,3,1,1,0,0,0.253042,0.205710,0.354076,NOT SUPPORT!,0.332914,0.430308,0.276139,0.233927,1
64,8,128,128,8,3,3,1,1,0,0,0.432924,0.346567,0.600860,NOT SUPPORT!,0.348615,0.674930,0.465579,0.383545,1
64,8,256,256,8,3,3,1,1,0,0,2.088391,1.641927,2.654663,NOT SUPPORT!,1.304917,2.587989,1.965284,1.442475,4
64,8,384,384,8,3,3,1,1,0,0,3.852857,3.038436,5.325369,NOT SUPPORT!,NOT SUPPORT!,4.568861,4.642588,3.305699,1
64,8,512,512,8,3,3,1,1,0,0,8.160370,5.405127,9.358335,NOT SUPPORT!,NOT SUPPORT!,7.762604,8.318863,5.882766,1
64,8,640,640,8,3,3,1,1,0,0,12.542635,8.453690,14.741163,NOT SUPPORT!,NOT SUPPORT!,12.996949,13.412465,9.237959,1
64,8,768,768,8,3,3,1,1,0,0,17.217535,12.144070,21.453255,NOT SUPPORT!,NOT SUPPORT!,18.056307,18.874708,13.286174,1
64,8,896,896,8,3,3,1,1,0,0,21.211931,16.550571,29.437155,NOT SUPPORT!,NOT SUPPORT!,24.194960,25.816973,18.234030,1
64,8,1024,1024,8,3,3,1,1,0,0,28.252617,21.669092,38.247765,NOT SUPPORT!,NOT SUPPORT!,32.488564,33.395035,23.634491,1
64,8,2048,2048,8,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,8,3072,3072,8,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,16,1,1,16,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,16,2,2,16,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,16,4,4,16,3,3,1,1,0,0,0.019911,0.038571,0.035271,NOT SUPPORT!,0.032996,0.059164,0.026396,0.024007,0
64,16,7,7,16,3,3,1,1,0,0,0.019001,0.039026,0.035840,NOT SUPPORT!,0.032996,0.060757,0.025941,0.024462,0
64,16,8,8,16,3,3,1,1,0,0,0.019684,0.037774,0.035499,NOT SUPPORT!,0.033337,0.059733,0.025941,0.024576,0
64,16,15,15,16,3,3,1,1,0,0,0.024121,0.024121,0.052338,NOT SUPPORT!,0.034247,0.061554,0.033564,0.032085,0
64,16,16,16,16,3,3,1,1,0,0,0.024121,0.025372,0.056320,NOT SUPPORT!,0.040732,0.059506,0.033109,0.031858,0
64,16,24,24,16,3,3,1,1,0,0,0.039822,0.038343,0.066788,NOT SUPPORT!,0.051314,0.061440,0.041074,0.045966,1
64,16,32,32,16,3,3,1,1,0,0,0.061781,0.061895,0.119012,NOT SUPPORT!,0.051200,0.062009,0.045739,0.061099,6
64,16,48,48,16,3,3,1,1,0,0,0.121287,0.103879,0.194332,NOT SUPPORT!,0.188188,0.155989,0.094549,0.126862,6
64,16,64,64,16,3,3,1,1,0,0,0.207417,0.175900,0.320512,NOT SUPPORT!,0.197746,0.344178,0.153259,0.214812,6
64,16,96,96,16,3,3,1,1,0,0,0.456135,0.377287,0.676978,NOT SUPPORT!,0.679822,0.588117,0.241664,0.452722,6
64,16,97,97,16,3,3,1,1,0,0,0.567296,0.465465,0.786204,NOT SUPPORT!,0.759012,0.704967,0.292864,0.512569,6
64,16,128,128,16,3,3,1,1,0,0,0.982699,0.796558,1.350542,NOT SUPPORT!,0.785181,1.112292,0.496185,0.879275,6
64,16,256,256,16,3,3,1,1,0,0,3.932273,3.159040,5.300679,NOT SUPPORT!,2.818389,3.197269,1.633963,3.029220,6
64,16,384,384,16,3,3,1,1,0,0,8.866930,7.132387,11.960434,NOT SUPPORT!,NOT SUPPORT!,6.721650,3.783111,7.444481,6
64,16,512,512,16,3,3,1,1,0,0,12.942449,10.468123,19.047878,NOT SUPPORT!,NOT SUPPORT!,11.409408,6.480100,13.012424,6
64,16,640,640,16,3,3,1,1,0,0,20.882772,16.395947,30.453987,NOT SUPPORT!,NOT SUPPORT!,19.127296,10.517960,21.122959,6
64,16,768,768,16,3,3,1,1,0,0,29.689968,23.602972,43.605331,NOT SUPPORT!,NOT SUPPORT!,26.364359,14.677105,29.299826,6
64,16,896,896,16,3,3,1,1,0,0,39.676132,32.177494,59.527969,NOT SUPPORT!,NOT SUPPORT!,35.334148,20.083029,41.517628,6
64,16,1024,1024,16,3,3,1,1,0,0,51.857983,41.903332,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,46.749580,25.409081,NOT SUPPORT!,6
64,16,2048,2048,16,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,16,3072,3072,16,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,32,1,1,32,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,32,2,2,32,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,32,4,4,32,3,3,1,1,0,0,0.027762,0.045852,0.066901,NOT SUPPORT!,0.041188,0.085333,0.030151,0.034247,0
64,32,7,7,32,3,3,1,1,0,0,0.026852,0.045852,0.077483,NOT SUPPORT!,0.040960,0.085561,0.030492,0.034588,0
64,32,8,8,32,3,3,1,1,0,0,0.027534,0.045852,0.074638,NOT SUPPORT!,0.041415,0.084764,0.031061,0.034702,0
64,32,15,15,32,3,3,1,1,0,0,0.037319,0.037774,0.082944,NOT SUPPORT!,0.043008,0.087495,0.038343,0.051883,0
64,32,16,16,32,3,3,1,1,0,0,0.038002,0.037660,0.090453,NOT SUPPORT!,0.049493,0.085675,0.037888,0.052110,1
64,32,24,24,32,3,3,1,1,0,0,0.067812,0.153714,0.147456,NOT SUPPORT!,0.079417,0.089771,0.054044,0.083968,6
64,32,32,32,32,3,3,1,1,0,0,0.110137,0.100693,0.204800,NOT SUPPORT!,0.079189,0.093070,0.071452,0.139378,6
64,32,48,48,32,3,3,1,1,0,0,0.229604,0.205710,0.410510,NOT SUPPORT!,0.374329,0.234496,0.145522,0.283648,6
64,32,64,64,32,3,3,1,1,0,0,0.483328,0.425643,0.726244,NOT SUPPORT!,0.449536,0.619406,0.284103,0.561380,6
64,32,96,96,32,3,3,1,1,0,0,1.076793,0.995669,1.554659,NOT SUPPORT!,1.832505,1.101824,0.485717,1.233123,6
64,32,97,97,32,3,3,1,1,0,0,0.903737,0.790187,1.392412,NOT SUPPORT!,1.665820,0.969728,0.443164,1.075996,6
64,32,128,128,32,3,3,1,1,0,0,1.571840,1.367381,2.411975,NOT SUPPORT!,1.708260,1.537479,0.740579,1.895993,6
64,32,256,256,32,3,3,1,1,0,0,7.701618,6.715847,10.358556,NOT SUPPORT!,6.698098,5.274169,3.195221,7.488626,6
64,32,384,384,32,3,3,1,1,0,0,15.409607,12.492344,22.775579,NOT SUPPORT!,NOT SUPPORT!,11.424540,7.428779,16.866190,6
64,32,512,512,32,3,3,1,1,0,0,25.944176,22.408989,40.202469,NOT SUPPORT!,NOT SUPPORT!,19.482510,12.987734,30.029367,6
64,32,640,640,32,3,3,1,1,0,0,39.614578,34.987804,64.164642,NOT SUPPORT!,NOT SUPPORT!,32.819656,21.354723,46.587788,6
64,32,768,768,32,3,3,1,1,0,0,57.131348,50.336880,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,43.989674,28.345003,NOT SUPPORT!,6
64,32,896,896,32,3,3,1,1,0,0,77.832535,68.539619,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,59.400642,39.344017,NOT SUPPORT!,6
64,32,1024,1024,32,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,32,2048,2048,32,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,32,3072,3072,32,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,48,1,1,48,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,48,2,2,48,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,48,4,4,48,3,3,1,1,0,0,0.033792,0.052679,0.072704,NOT SUPPORT!,0.055182,0.111047,0.033564,0.036864,6
64,48,7,7,48,3,3,1,1,0,0,0.033792,0.052565,0.081692,NOT SUPPORT!,0.056434,0.112754,0.032654,0.037660,6
64,48,8,8,48,3,3,1,1,0,0,0.046990,0.065308,0.087723,NOT SUPPORT!,0.055410,0.112526,0.033223,0.037205,6
64,48,15,15,48,3,3,1,1,0,0,0.079189,0.079303,0.135054,NOT SUPPORT!,0.059392,0.114574,0.056889,0.061440,6
64,48,16,16,48,3,3,1,1,0,0,0.080441,0.080327,0.154965,NOT SUPPORT!,0.060757,0.112754,0.055751,0.061440,6
64,48,24,24,48,3,3,1,1,0,0,0.172032,0.258617,0.231652,NOT SUPPORT!,0.129365,0.113550,0.112754,0.114688,6
64,48,32,32,48,3,3,1,1,0,0,0.281372,0.358969,0.353508,NOT SUPPORT!,0.130617,0.117874,0.136533,0.184206,5
64,48,48,48,48,3,3,1,1,0,0,0.640455,0.718620,0.788366,NOT SUPPORT!,0.532025,0.320512,0.278642,0.391282,6
64,48,64,64,48,3,3,1,1,0,0,1.135616,0.984974,1.338937,NOT SUPPORT!,0.630670,0.740693,0.563314,0.674247,6
64,48,96,96,48,3,3,1,1,0,0,3.123655,2.753763,3.456000,NOT SUPPORT!,3.330503,1.525874,1.254173,1.720206,6
64,48,97,97,48,3,3,1,1,0,0,2.622919,2.262585,3.041394,NOT SUPPORT!,2.895758,1.401742,1.038336,1.502322,6
64,48,128,128,48,3,3,1,1,0,0,4.590137,3.946382,5.302955,NOT SUPPORT!,2.967438,2.197732,1.830457,2.630315,6
64,48,256,256,48,3,3,1,1,0,0,19.471590,15.967233,21.920311,NOT SUPPORT!,12.118585,7.674311,7.153208,10.615353,6
64,48,384,384,48,3,3,1,1,0,0,42.545380,36.035130,50.684586,NOT SUPPORT!,NOT SUPPORT!,16.528158,16.173058,23.834850,6
64,48,512,512,48,3,3,1,1,0,0,74.784874,62.229050,90.237152,NOT SUPPORT!,NOT SUPPORT!,28.631836,28.925608,42.106197,5
64,48,640,640,48,3,3,1,1,0,0,117.117500,97.455559,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,46.900223,44.846764,NOT SUPPORT!,6
64,48,768,768,48,3,3,1,1,0,0,168.724716,140.266617,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,64.628288,64.670952,NOT SUPPORT!,5
64,48,896,896,48,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
