Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin
64,48,1024,1024,48,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,48,2048,2048,48,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,48,3072,3072,48,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,1,1,64,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,2,2,64,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,4,4,64,3,3,1,1,0,0,0.041188,0.058140,0.078279,NOT SUPPORT!,0.065081,0.137102,0.036978,0.040960,6
64,64,7,7,64,3,3,1,1,0,0,0.041301,0.058823,0.088860,NOT SUPPORT!,0.064853,0.137785,0.037319,0.042098,6
64,64,8,8,64,3,3,1,1,0,0,0.058596,0.076004,0.097508,NOT SUPPORT!,0.065081,0.138581,0.037205,0.042098,6
64,64,15,15,64,3,3,1,1,0,0,0.102059,0.185116,0.171804,NOT SUPPORT!,0.069860,0.144612,0.071680,0.074183,4
64,64,16,16,64,3,3,1,1,0,0,0.103652,0.187051,0.181817,NOT SUPPORT!,0.073273,0.240868,0.072021,0.074866,6
64,64,24,24,64,3,3,1,1,0,0,0.225963,0.312320,0.294684,NOT SUPPORT!,0.160996,0.147001,0.139150,0.140971,6
64,64,32,32,64,3,3,1,1,0,0,0.372622,0.348615,0.479118,NOT SUPPORT!,0.165660,0.151780,0.170780,0.232334,5
64,64,48,48,64,3,3,1,1,0,0,0.850261,0.840818,1.058475,NOT SUPPORT!,0.729429,0.411534,0.357945,0.497550,6
64,64,64,64,64,3,3,1,1,0,0,1.840469,1.631687,2.128100,NOT SUPPORT!,1.134933,1.098183,0.728519,1.010574,6
64,64,96,96,64,3,3,1,1,0,0,3.414472,3.044693,4.100551,NOT SUPPORT!,4.232306,1.795186,1.343374,1.953906,6
64,64,97,97,64,3,3,1,1,0,0,3.488996,3.071545,4.182926,NOT SUPPORT!,4.469759,1.849572,1.334955,1.957433,6
64,64,128,128,64,3,3,1,1,0,0,6.109184,5.352448,7.437085,NOT SUPPORT!,4.580580,2.889956,2.339385,3.436771,6
64,64,256,256,64,3,3,1,1,0,0,25.702511,21.568512,30.479588,NOT SUPPORT!,17.150408,10.212920,9.297692,13.774507,6
64,64,384,384,64,3,3,1,1,0,0,56.148426,48.866417,70.313194,NOT SUPPORT!,NOT SUPPORT!,22.416950,21.222969,30.875990,6
64,64,512,512,64,3,3,1,1,0,0,99.497757,88.243652,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,37.459286,37.686386,NOT SUPPORT!,5
64,64,640,640,64,3,3,1,1,0,0,155.700119,138.005386,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,62.643658,59.024387,NOT SUPPORT!,6
64,64,768,768,64,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,896,896,64,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,1024,1024,64,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,2048,2048,64,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,3072,3072,64,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,1,1,96,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,2,2,96,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,4,4,96,3,3,1,1,0,0,0.055524,0.142336,0.092615,NOT SUPPORT!,0.109340,0.266923,0.064171,0.048811,7
64,96,7,7,96,3,3,1,1,0,0,0.158720,0.218795,0.157582,NOT SUPPORT!,0.110023,0.268516,0.064512,0.050062,7
64,96,8,8,96,3,3,1,1,0,0,0.158948,0.221867,0.155876,NOT SUPPORT!,0.110933,0.269881,0.064853,0.049380,7
64,96,15,15,96,3,3,1,1,0,0,0.251221,0.295253,0.284900,NOT SUPPORT!,0.119125,0.279780,0.107292,0.103993,7
64,96,16,16,96,3,3,1,1,0,0,0.253838,0.301056,0.293774,NOT SUPPORT!,0.122994,0.273067,0.107292,0.103538,7
64,96,24,24,96,3,3,1,1,0,0,0.554667,0.570482,0.580380,NOT SUPPORT!,0.324380,0.282283,0.257365,0.208213,7
64,96,32,32,96,3,3,1,1,0,0,0.986908,0.954709,1.071218,NOT SUPPORT!,0.388324,0.333938,0.406642,0.377173,5
64,96,48,48,96,3,3,1,1,0,0,2.521543,2.283975,2.652729,NOT SUPPORT!,1.743189,1.062684,0.868921,0.727495,7
64,96,64,64,96,3,3,1,1,0,0,3.810873,3.406279,3.973347,NOT SUPPORT!,1.566606,2.063588,1.254514,1.264412,6
64,96,96,96,96,3,3,1,1,0,0,8.264249,7.433102,8.944527,NOT SUPPORT!,8.341390,3.792782,2.788125,2.824078,6
64,96,97,97,96,3,3,1,1,0,0,8.458467,7.605817,9.165939,NOT SUPPORT!,8.360619,3.876409,2.798137,2.844217,6
64,96,128,128,96,3,3,1,1,0,0,18.074965,14.265117,16.028898,NOT SUPPORT!,8.539364,6.028629,4.921571,4.983580,6
64,96,256,256,96,3,3,1,1,0,0,59.952244,53.551224,68.052765,NOT SUPPORT!,33.982468,21.116358,19.941717,20.186338,6
64,96,384,384,96,3,3,1,1,0,0,135.100769,120.976601,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,44.781567,45.005936,45.017769,5
64,96,512,512,96,3,3,1,1,0,0,240.737274,215.519104,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,76.654137,80.016953,NOT SUPPORT!,5
64,96,640,640,96,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,768,768,96,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,896,896,96,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,1024,1024,96,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,2048,2048,96,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,3072,3072,96,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,1,1,128,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,2,2,128,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,4,4,128,3,3,1,1,0,0,0.084423,0.156103,0.125497,NOT SUPPORT!,0.174194,0.425984,0.125724,0.067812,7
64,128,7,7,128,3,3,1,1,0,0,0.127431,0.195698,0.167026,NOT SUPPORT!,0.175673,0.429852,0.094436,0.069404,7
64,128,8,8,128,3,3,1,1,0,0,0.130503,0.194901,0.165888,NOT SUPPORT!,0.176356,0.431218,0.094549,0.069404,7
64,128,15,15,128,3,3,1,1,0,0,0.379335,0.407893,0.425188,NOT SUPPORT!,0.185799,0.443051,0.195470,0.152690,7
64,128,16,16,128,3,3,1,1,0,0,0.432811,0.413013,0.440661,NOT SUPPORT!,0.190692,0.434517,0.195015,0.152121,7
64,128,24,24,128,3,3,1,1,0,0,0.939463,0.909653,0.977806,NOT SUPPORT!,0.525653,0.441799,0.532594,0.290020,7
64,128,32,32,128,3,3,1,1,0,0,1.575026,1.455104,1.643634,NOT SUPPORT!,0.535097,0.452153,0.672427,0.495388,5
64,128,48,48,128,3,3,1,1,0,0,3.352690,3.033202,3.511182,NOT SUPPORT!,2.440419,1.404587,1.658311,1.063709,7
64,128,64,64,128,3,3,1,1,0,0,4.939548,4.397966,5.331968,NOT SUPPORT!,2.223445,2.703815,2.490709,1.664000,7
64,128,96,96,128,3,3,1,1,0,0,11.137365,9.969437,12.016867,NOT SUPPORT!,12.128940,5.013504,4.791979,3.729522,7
64,128,97,97,128,3,3,1,1,0,0,12.077853,11.135545,12.345230,NOT SUPPORT!,12.146118,5.126486,4.807111,3.801202,7
64,128,128,128,128,3,3,1,1,0,0,20.558052,17.721571,21.592064,NOT SUPPORT!,12.353081,7.975936,8.475990,6.554055,7
64,128,256,256,128,3,3,1,1,0,0,81.221405,71.889458,938.757385,NOT SUPPORT!,48.538166,27.851093,34.551239,26.447075,7
64,128,384,384,128,3,3,1,1,0,0,181.957977,162.327454,2149.743652,NOT SUPPORT!,NOT SUPPORT!,59.127346,77.734009,NOT SUPPORT!,5
64,128,512,512,128,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,640,640,128,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,768,768,128,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,896,896,128,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,1024,1024,128,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,2048,2048,128,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,3072,3072,128,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,1,1,256,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,2,2,256,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,4,4,256,3,3,1,1,0,0,0.127204,0.210034,0.153372,NOT SUPPORT!,0.458297,1.133682,0.134599,0.091477,7
64,256,7,7,256,3,3,1,1,0,0,0.208896,0.292295,0.245646,NOT SUPPORT!,0.459662,1.137436,0.191488,0.145294,7
64,256,8,8,256,3,3,1,1,0,0,0.359879,0.291385,0.368526,NOT SUPPORT!,0.460800,1.140395,0.190578,0.144953,7
64,256,15,15,256,3,3,1,1,0,0,1.026275,1.002041,1.079069,NOT SUPPORT!,0.472633,1.169408,0.607801,0.380018,7
64,256,16,16,256,3,3,1,1,0,0,1.182720,1.078386,1.124352,NOT SUPPORT!,0.483100,1.151431,0.563996,0.381156,7
64,256,24,24,256,3,3,1,1,0,0,2.524615,2.479787,2.443036,NOT SUPPORT!,1.442702,1.171456,1.338368,0.759580,7
64,256,32,32,256,3,3,1,1,0,0,4.485575,4.280775,4.510607,NOT SUPPORT!,1.464548,1.192732,2.070869,1.348949,5
64,256,48,48,256,3,3,1,1,0,0,9.855772,9.472569,10.398037,NOT SUPPORT!,7.218062,4.005774,5.017828,2.974037,7
64,256,64,64,256,3,3,1,1,0,0,17.656263,17.101597,18.681059,NOT SUPPORT!,7.370866,8.735971,9.588623,5.315242,7
64,256,96,96,256,3,3,1,1,0,0,40.168106,38.077892,42.377335,NOT SUPPORT!,39.224205,15.907043,18.399460,11.963848,7
64,256,97,97,256,3,3,1,1,0,0,42.337620,38.955002,43.432617,NOT SUPPORT!,39.246052,16.128683,18.530302,11.992632,7
64,256,128,128,256,3,3,1,1,0,0,73.906403,67.998146,80.962326,NOT SUPPORT!,39.632099,25.029406,35.008511,21.166307,7
64,256,256,256,256,3,3,1,1,0,0,291.200195,275.490021,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,83.930229,141.994659,NOT SUPPORT!,5
64,256,384,384,256,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,512,512,256,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,640,640,256,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,768,768,256,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,896,896,256,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,1024,1024,256,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,2048,2048,256,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,3072,3072,256,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,1,1,384,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,2,2,384,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,4,4,384,3,3,1,1,0,0,0.185685,0.232562,0.203548,NOT SUPPORT!,0.897820,2.378069,0.665259,0.133348,7
64,384,7,7,384,3,3,1,1,0,0,0.533618,0.522354,0.518827,NOT SUPPORT!,0.899641,2.386716,0.667193,0.211854,7
64,384,8,8,384,3,3,1,1,0,0,0.551822,0.490951,0.522240,NOT SUPPORT!,0.902940,2.392292,0.668331,0.211854,7
64,384,15,15,384,3,3,1,1,0,0,2.956629,1.908622,1.967673,NOT SUPPORT!,0.917845,2.433024,1.298204,0.707129,7
64,384,16,16,384,3,3,1,1,0,0,2.978133,2.259741,2.349853,NOT SUPPORT!,0.934798,2.414137,1.301049,0.710428,7
64,384,24,24,384,3,3,1,1,0,0,5.820984,5.090987,5.323207,NOT SUPPORT!,3.061760,2.439623,2.792562,1.562283,7
64,384,32,32,384,3,3,1,1,0,0,12.393586,11.856099,9.427512,NOT SUPPORT!,3.090091,2.470229,5.011342,2.729529,5
64,384,48,48,384,3,3,1,1,0,0,28.935280,27.592247,21.988920,NOT SUPPORT!,15.416319,8.344120,10.817423,6.140245,7
64,384,64,64,384,3,3,1,1,0,0,54.347889,49.390133,39.775230,NOT SUPPORT!,15.652523,18.154383,19.122629,10.954068,7
64,384,96,96,384,3,3,1,1,0,0,118.414902,112.270218,121.132477,NOT SUPPORT!,81.804169,32.746952,41.146713,24.715832,7
64,384,97,97,384,3,3,1,1,0,0,121.223526,115.007378,124.138725,NOT SUPPORT!,81.848206,33.060749,41.298943,24.766806,7
64,384,128,128,384,3,3,1,1,0,0,212.253571,201.025879,218.342972,NOT SUPPORT!,82.406059,51.376812,72.866470,43.804783,7
64,384,256,256,384,3,3,1,1,0,0,861.862549,817.870361,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,170.271973,293.550781,NOT SUPPORT!,5
64,384,384,384,384,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,512,512,384,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,640,640,384,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,768,768,384,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,896,896,384,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,1024,1024,384,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,2048,2048,384,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,3072,3072,384,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,1,1,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,2,2,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,4,4,512,3,3,1,1,0,0,0.383090,0.631922,0.555804,NOT SUPPORT!,1.576391,4.079957,0.579584,0.276708,7
64,512,7,7,512,3,3,1,1,0,0,0.732729,0.616334,0.661845,NOT SUPPORT!,1.577074,4.087808,0.579470,0.379335,7
64,512,8,8,512,3,3,1,1,0,0,1.044366,1.079410,1.082254,NOT SUPPORT!,1.581170,4.093269,1.094087,0.380359,7
64,512,15,15,512,3,3,1,1,0,0,3.970275,3.437227,3.513913,NOT SUPPORT!,1.600853,4.141966,2.140274,1.230962,7
64,512,16,16,512,3,3,1,1,0,0,3.984839,3.910542,4.008732,NOT SUPPORT!,1.626339,4.102713,2.160640,1.235058,7
64,512,24,24,512,3,3,1,1,0,0,8.879217,8.531057,8.884907,NOT SUPPORT!,5.247317,4.158123,4.888007,2.655573,7
64,512,32,32,512,3,3,1,1,0,0,16.587776,15.879510,16.571051,NOT SUPPORT!,5.311602,4.201245,8.720499,4.741803,5
64,512,48,48,512,3,3,1,1,0,0,38.745998,37.148106,38.280651,NOT SUPPORT!,26.559944,14.210504,18.921700,10.482574,7
64,512,64,64,512,3,3,1,1,0,0,71.821426,66.698357,69.123192,NOT SUPPORT!,26.859749,30.817623,33.556595,18.671730,7
64,512,96,96,512,3,3,1,1,0,0,158.573456,151.792648,163.093384,NOT SUPPORT!,NOT SUPPORT!,55.141373,72.988449,42.081280,7
64,512,97,97,512,3,3,1,1,0,0,162.383759,155.595657,167.068100,NOT SUPPORT!,NOT SUPPORT!,55.560413,73.104950,42.178673,7
64,512,128,128,512,3,3,1,1,0,0,284.431702,271.295624,292.790955,NOT SUPPORT!,NOT SUPPORT!,86.230583,130.037643,74.422386,7
64,512,256,256,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,384,384,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,512,512,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,640,640,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,768,768,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,896,896,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,1024,1024,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,2048,2048,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,3072,3072,512,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,640,1,1,640,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,640,2,2,640,3,3,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
