Metric Name,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,gpu__time_duration.sum,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
78,1460480.0,16.63,10.04,9184.0,6023424.0,11.75,6642688.0,25.83,8198.02,892641389.21,0.0,0.0,228160.0,365056.0,0.0,182528.0,0.0,0.0,0.0,0.0,18.05
79,11688192.0,51.76,30.58,23296.0,48188416.0,31.54,54118048.0,67.76,21421.74,919545876.58,0.0,0.0,1105920.0,2920448.0,0.0,1460224.0,0.0,0.0,0.0,0.0,22.56
80,640256.0,9.28,4.84,7584.0,2640000.0,7.55,3370240.0,14.86,7460.56,983723042.66,0.0,0.0,100000.0,160000.0,0.0,80000.0,0.0,0.0,0.0,0.0,8.8
81,205056.0,4.34,1.84,6624.0,844800.0,4.23,1324832.0,6.23,6273.65,947108718.02,0.0,0.0,32000.0,51200.0,0.0,25600.0,0.0,0.0,0.0,0.0,3.38
82,4563456.0,35.12,21.29,12992.0,18823200.0,20.77,20547328.0,47.86,11967.69,921158034.57,0.0,0.0,713000.0,1140800.0,0.0,570400.0,0.0,0.0,0.0,0.0,22.86
83,10191488.0,50.64,29.26,22080.0,42028960.0,30.13,48268544.0,64.59,19452.31,880992518.79,0.0,0.0,1105920.0,2547216.0,0.0,1273608.0,0.0,0.0,0.0,0.0,22.8
84,817408.0,11.38,6.18,8064.0,3370752.0,9.06,3892512.0,18.14,7438.37,922416960.61,0.0,0.0,127680.0,204288.0,0.0,102144.0,0.0,0.0,0.0,0.0,11.26
85,6537472.0,40.79,24.13,16352.0,26966016.0,23.93,30167264.0,52.98,15123.04,924843263.03,0.0,0.0,1021440.0,1634304.0,0.0,817152.0,0.0,0.0,0.0,0.0,22.6
86,2553856.0,23.93,14.88,10720.0,10533600.0,14.99,11200192.0,35.48,9590.41,894627556.66,0.0,0.0,399000.0,638400.0,0.0,319200.0,0.0,0.0,0.0,0.0,21.28
87,13680512.0,53.48,32.18,25408.0,55862528.0,32.22,62454464.0,69.2,23888.63,940201103.18,0.0,0.0,1105920.0,3385600.0,0.0,1692800.0,0.0,0.0,0.0,0.0,22.31
88,942336.0,12.72,6.92,8512.0,3886080.0,9.49,4747360.0,19.84,7657.48,899610136.45,0.0,0.0,147200.0,235520.0,0.0,117760.0,0.0,0.0,0.0,0.0,12.61
89,7536896.0,43.95,26.11,17600.0,31088640.0,25.98,34572736.0,55.92,16090.41,914227693.6,0.0,0.0,1105920.0,1884160.0,0.0,942080.0,0.0,0.0,0.0,0.0,23.17
90,2944256.0,25.89,16.09,10272.0,12144000.0,16.17,12859808.0,37.58,10188.13,991835049.61,0.0,0.0,460000.0,736000.0,0.0,368000.0,0.0,0.0,0.0,0.0,21.36
91,62230016.0,62.23,59.44,58336.0,155721856.0,37.92,180102784.0,79.84,59083.19,1012808303.37,0.0,0.0,1105920.0,9437184.0,0.0,4718592.0,0.0,0.0,0.0,0.0,23.33
92,1573120.0,17.54,10.97,8960.0,6488064.0,12.53,6886368.0,27.73,8059.04,899446097.88,0.0,0.0,245760.0,393216.0,0.0,196608.0,0.0,0.0,0.0,0.0,19.68
93,12692096.0,50.72,29.97,25984.0,51904384.0,30.22,58917664.0,64.55,23752.69,914127354.73,0.0,0.0,1105920.0,3145728.0,0.0,1572864.0,0.0,0.0,0.0,0.0,21.36
94,4915456.0,36.63,21.68,14560.0,20275200.0,20.33,22686016.0,48.04,12674.69,870514092.39,0.0,0.0,768000.0,1228800.0,0.0,614400.0,0.0,0.0,0.0,0.0,22.54
95,6969856.0,42.46,25.43,16768.0,28749600.0,25.39,31808000.0,56.94,15306.63,912847663.98,0.0,0.0,1089000.0,1742400.0,0.0,871200.0,0.0,0.0,0.0,0.0,23.32
96,676096.0,9.77,5.11,7712.0,2787840.0,8.07,3527712.0,15.74,7449.72,965990952.05,0.0,0.0,105600.0,168960.0,0.0,84480.0,0.0,0.0,0.0,0.0,9.29
97,5406976.0,41.35,23.93,16000.0,22302720.0,23.22,25425440.0,52.69,12610.94,788184027.78,0.0,0.0,844800.0,1351680.0,0.0,675840.0,0.0,0.0,0.0,0.0,24.0
98,2112256.0,20.78,12.89,9984.0,8712000.0,12.76,9236256.0,30.5,9132.96,914759912.16,0.0,0.0,330000.0,528000.0,0.0,264000.0,0.0,0.0,0.0,0.0,20.67
99,983296.0,14.76,7.39,7520.0,4055040.0,9.78,5392288.0,19.87,7487.59,995690504.33,0.0,0.0,153600.0,245760.0,0.0,122880.0,0.0,0.0,0.0,0.0,13.45
100,22607616.0,55.38,39.17,32800.0,77860480.0,34.72,87923648.0,72.13,32393.44,987605013.55,0.0,0.0,1105920.0,4718592.0,0.0,2359296.0,0.0,0.0,0.0,0.0,21.47
101,9636864.0,49.08,28.86,20384.0,39740544.0,29.3,44702880.0,63.02,18633.07,914102927.5,0.0,0.0,1105920.0,2408448.0,0.0,1204224.0,0.0,0.0,0.0,0.0,23.01
102,64116096.0,60.01,58.11,61024.0,158968448.0,37.16,183040640.0,78.9,62277.89,1020547471.3,0.0,0.0,1105920.0,9633792.0,0.0,4816896.0,0.0,0.0,0.0,0.0,22.59
103,9634560.0,49.18,28.85,20416.0,39741696.0,29.71,44800576.0,63.12,18621.2,912088739.41,0.0,0.0,1105920.0,2408448.0,0.0,1204224.0,0.0,0.0,0.0,0.0,23.02
104,205056.0,4.27,1.86,6336.0,844800.0,4.25,1293984.0,5.33,6241.57,985096918.26,0.0,0.0,32000.0,51200.0,0.0,25600.0,0.0,0.0,0.0,0.0,3.4
105,327936.0,6.11,2.91,6528.0,1351680.0,5.7,1831072.0,9.03,6350.54,972815109.84,0.0,0.0,51200.0,81920.0,0.0,40960.0,0.0,0.0,0.0,0.0,5.32
106,65792.0,2.59,0.62,6240.0,270336.0,2.59,670688.0,2.29,6020.17,964770299.15,0.0,0.0,10240.0,16384.0,0.0,8192.0,0.0,0.0,0.0,0.0,1.13
107,262400.0,5.08,2.36,6432.0,1081344.0,4.9,1549472.0,7.41,6287.13,977476621.52,0.0,0.0,40960.0,65536.0,0.0,32768.0,0.0,0.0,0.0,0.0,4.31
108,1048832.0,13.67,7.91,8192.0,4325376.0,10.12,4824736.0,21.42,7434.37,907515914.35,0.0,0.0,163840.0,262144.0,0.0,131072.0,0.0,0.0,0.0,0.0,14.44
109,4352.0,2.26,0.05,5600.0,16896.0,2.26,160672.0,0.69,4753.31,848806216.93,0.0,0.0,640.0,1024.0,0.0,512.0,0.0,0.0,0.0,0.0,0.09
110,18822528.0,54.5,35.64,29696.0,69200000.0,33.38,79042432.0,71.67,29689.2,999771137.65,0.0,0.0,1105920.0,4194304.0,0.0,2097152.0,0.0,0.0,0.0,0.0,20.87
111,182784.0,4.02,1.68,6272.0,752928.0,4.02,1206112.0,5.16,6175.41,984599395.31,0.0,0.0,28520.0,45632.0,0.0,22816.0,0.0,0.0,0.0,0.0,3.08
112,37860864.0,59.55,50.36,44928.0,108127488.0,36.88,123645696.0,74.94,42346.02,942530682.84,0.0,0.0,1105920.0,6553600.0,0.0,3276800.0,0.0,0.0,0.0,0.0,22.69
113,332144256.0,73.86,73.86,220352.0,675836544.0,38.57,793331584.0,83.58,254420.7,1154610367.52,0.0,0.0,1105920.0,40960000.0,0.0,20480000.0,0.0,0.0,0.0,0.0,23.34
114,37876608.0,59.48,50.29,44128.0,108118912.0,36.67,123883168.0,77.87,42420.09,961296514.52,0.0,0.0,1105920.0,6553600.0,0.0,3276800.0,0.0,0.0,0.0,0.0,22.65
115,3277056.0,27.11,17.28,10880.0,13516800.0,16.74,14009248.0,39.11,10582.44,972651143.79,0.0,0.0,512000.0,819200.0,0.0,409600.0,0.0,0.0,0.0,0.0,21.64
116,2560256.0,23.98,15.29,9568.0,10560000.0,15.46,11001888.0,35.49,9379.56,980304719.44,0.0,0.0,400000.0,640000.0,0.0,320000.0,0.0,0.0,0.0,0.0,21.78
117,25743744.0,53.25,39.5,34528.0,84476800.0,33.01,95704768.0,68.04,36703.43,1063004689.7,0.0,0.0,1105920.0,5120000.0,0.0,2560000.0,0.0,0.0,0.0,0.0,20.53
118,32148224.0,63.45,47.94,34336.0,97301632.0,36.99,117082816.0,77.25,37700.67,1097992388.94,0.0,0.0,1105920.0,5898240.0,0.0,2949120.0,0.0,0.0,0.0,0.0,22.97
119,9439232.0,48.14,28.38,19776.0,38929408.0,29.14,43790720.0,61.41,18588.46,939950594.81,0.0,0.0,1105920.0,2359296.0,0.0,1179648.0,0.0,0.0,0.0,0.0,22.78
120,7078144.0,41.99,24.83,17056.0,29196288.0,24.18,32681120.0,53.7,15921.83,933503361.48,0.0,0.0,1105920.0,1769472.0,0.0,884736.0,0.0,0.0,0.0,0.0,22.64
121,11823232.0,48.62,28.86,24096.0,48660992.0,30.03,54585856.0,64.83,22985.11,953897373.47,0.0,0.0,1105920.0,2949120.0,0.0,1474560.0,0.0,0.0,0.0,0.0,21.16
122,4718848.0,35.26,21.22,13536.0,19464192.0,20.79,21405472.0,45.82,12445.28,919420639.61,0.0,0.0,737280.0,1179648.0,0.0,589824.0,0.0,0.0,0.0,0.0,22.41
123,14547200.0,54.03,33.19,26752.0,58393216.0,32.16,65032960.0,68.39,24591.89,919254219.83,0.0,0.0,1105920.0,3538944.0,0.0,1769472.0,0.0,0.0,0.0,0.0,22.34
124,22636416.0,57.83,40.73,32832.0,77853824.0,35.67,88615968.0,75.02,31249.13,951788792.33,0.0,0.0,1105920.0,4718592.0,0.0,2359296.0,0.0,0.0,0.0,0.0,22.26
125,17986432.0,55.3,35.3,30016.0,68123776.0,33.31,77334720.0,70.7,28587.24,952400077.98,0.0,0.0,1105920.0,4128768.0,0.0,2064384.0,0.0,0.0,0.0,0.0,21.42
126,27404672.0,57.37,43.87,36768.0,87582720.0,35.46,98636992.0,74.28,35099.93,954632450.12,0.0,0.0,1105920.0,5308416.0,0.0,2654208.0,0.0,0.0,0.0,0.0,22.25
127,18688.0,1.96,0.18,6240.0,76032.0,1.96,423616.0,1.45,6000.09,961553300.09,0.0,0.0,2880.0,4608.0,0.0,2304.0,0.0,0.0,0.0,0.0,0.32
128,5243136.0,39.03,22.29,15648.0,21626880.0,21.63,24944800.0,47.98,13076.81,835686018.33,0.0,0.0,819200.0,1310720.0,0.0,655360.0,0.0,0.0,0.0,0.0,22.71
129,4194560.0,32.13,19.92,13120.0,17301504.0,19.21,18430432.0,45.69,11762.83,896557418.7,0.0,0.0,655360.0,1048576.0,0.0,524288.0,0.0,0.0,0.0,0.0,22.17
130,7340288.0,43.73,25.76,17216.0,30277632.0,25.41,34135264.0,53.19,15928.41,925209538.07,0.0,0.0,1105920.0,1835008.0,0.0,917504.0,0.0,0.0,0.0,0.0,23.07
131,8390272.0,45.29,26.67,19232.0,34602624.0,26.18,39037504.0,57.97,17588.76,914556949.84,0.0,0.0,1105920.0,2097152.0,0.0,1048576.0,0.0,0.0,0.0,0.0,22.48
132,6291712.0,42.49,24.98,16256.0,25952256.0,24.71,29124384.0,55.4,14037.7,863539843.98,0.0,0.0,983040.0,1572864.0,0.0,786432.0,0.0,0.0,0.0,0.0,23.75
133,10491136.0,48.9,28.61,21824.0,43253248.0,29.15,49226560.0,62.73,20558.26,942002348.76,0.0,0.0,1105920.0,2621440.0,0.0,1310720.0,0.0,0.0,0.0,0.0,21.96
134,9439872.0,46.07,26.71,20256.0,38928384.0,27.21,44539520.0,60.29,19794.63,977223026.74,0.0,0.0,1105920.0,2359296.0,0.0,1179648.0,0.0,0.0,0.0,0.0,21.39
135,2097408.0,20.65,12.53,11328.0,8650752.0,13.42,9433376.0,29.12,9382.85,828288475.62,0.0,0.0,327680.0,524288.0,0.0,262144.0,0.0,0.0,0.0,0.0,20.07
136,3145984.0,25.83,16.26,11328.0,12976128.0,16.71,13650464.0,38.65,10829.19,955966206.32,0.0,0.0,491520.0,786432.0,0.0,393216.0,0.0,0.0,0.0,0.0,20.75
137,12722816.0,50.48,30.09,24800.0,51906432.0,30.13,58726272.0,65.0,23798.91,959633363.2,0.0,0.0,1105920.0,3145728.0,0.0,1572864.0,0.0,0.0,0.0,0.0,21.32
138,16804992.0,53.21,33.75,28736.0,64881920.0,31.48,72880128.0,67.77,27993.26,974152953.06,0.0,0.0,1105920.0,3932160.0,0.0,1966080.0,0.0,0.0,0.0,0.0,21.12
139,11563776.0,51.12,30.09,23072.0,47579136.0,30.42,53870720.0,66.36,21531.7,933239584.94,0.0,0.0,1105920.0,2883584.0,0.0,1441792.0,0.0,0.0,0.0,0.0,22.26
140,13920640.0,52.74,31.91,26528.0,56226688.0,31.12,63131136.0,66.67,24465.72,922260337.09,0.0,0.0,1105920.0,3407872.0,0.0,1703936.0,0.0,0.0,0.0,0.0,21.88
141,15192576.0,54.67,33.48,27232.0,60553728.0,32.97,67942496.0,71.73,25399.61,932711923.88,0.0,0.0,1105920.0,3670016.0,0.0,1835008.0,0.0,0.0,0.0,0.0,22.18
142,16640.0,1.96,0.16,5952.0,67584.0,1.96,395552.0,1.36,5978.37,1004430505.77,0.0,0.0,2560.0,4096.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.28
143,4352.0,2.3,0.05,5472.0,16896.0,2.3,331936.0,1.46,4664.17,852369639.38,0.0,0.0,640.0,1024.0,0.0,512.0,0.0,0.0,0.0,0.0,0.09
144,591484928.0,75.34,75.34,384352.0,1177551232.0,38.77,1384123392.0,84.23,444310.72,1155999506.24,0.0,0.0,1105920.0,71368704.0,0.0,35684352.0,0.0,0.0,0.0,0.0,23.27
145,19407360.0,56.39,37.05,32064.0,71376128.0,34.85,81260864.0,71.55,29375.7,916158423.89,0.0,0.0,1105920.0,4325376.0,0.0,2162688.0,0.0,0.0,0.0,0.0,21.74
146,278013056.0,73.43,73.43,192544.0,570925056.0,38.94,662661536.0,84.2,214107.85,1111994410.9,0.0,0.0,1105920.0,34603008.0,0.0,17301504.0,0.0,0.0,0.0,0.0,23.44
147,1280.0,2.34,0.02,5088.0,4224.0,2.34,308544.0,1.42,4469.56,878450384.35,0.0,0.0,160.0,256.0,0.0,128.0,0.0,0.0,0.0,0.0,0.04
148,33024.0,2.11,0.3,6208.0,135168.0,2.11,505696.0,1.69,6151.93,990967449.41,0.0,0.0,5120.0,8192.0,0.0,4096.0,0.0,0.0,0.0,0.0,0.55
149,540928.0,8.04,4.07,7712.0,2230272.0,6.78,2901856.0,12.31,7475.26,969302289.84,0.0,0.0,84480.0,135168.0,0.0,67584.0,0.0,0.0,0.0,0.0,7.42
150,262400.0,5.11,2.39,6688.0,1081344.0,4.99,1536032.0,7.08,6193.39,926044989.37,0.0,0.0,40960.0,65536.0,0.0,32768.0,0.0,0.0,0.0,0.0,4.38
151,131328.0,3.43,1.22,6112.0,540672.0,3.43,939680.0,4.2,6097.09,997560960.83,0.0,0.0,20480.0,32768.0,0.0,16384.0,0.0,0.0,0.0,0.0,2.23
152,131328.0,3.44,1.22,6144.0,540672.0,3.44,1010592.0,4.22,6046.04,984055507.33,0.0,0.0,20480.0,32768.0,0.0,16384.0,0.0,0.0,0.0,0.0,2.24
153,16640.0,1.95,0.16,6016.0,67584.0,1.95,397856.0,1.36,5998.26,997051073.68,0.0,0.0,2560.0,4096.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.28
154,16640.0,1.98,0.16,6208.0,67584.0,1.98,402912.0,1.4,5912.72,952435924.97,0.0,0.0,2560.0,4096.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.29
155,131328.0,3.42,1.22,6240.0,540672.0,3.42,963296.0,3.71,6077.83,974011752.14,0.0,0.0,20480.0,32768.0,0.0,16384.0,0.0,0.0,0.0,0.0,2.23
156,131328.0,3.48,1.25,6208.0,540672.0,3.48,1010528.0,4.4,5959.0,959890463.92,0.0,0.0,20480.0,32768.0,0.0,16384.0,0.0,0.0,0.0,0.0,2.28
157,16640.0,1.94,0.15,6272.0,67584.0,1.94,446304.0,1.51,6084.0,970025510.2,0.0,0.0,2560.0,4096.0,0.0,2048.0,0.0,0.0,0.0,0.0,0.28
158,262400.0,5.0,2.35,6368.0,1081344.0,4.9,1546016.0,6.8,6333.33,994556113.9,0.0,0.0,40960.0,65536.0,0.0,32768.0,0.0,0.0,0.0,0.0,4.28
159,131328.0,3.41,1.22,6176.0,540672.0,3.41,930784.0,4.49,6094.56,986812751.87,0.0,0.0,20480.0,32768.0,0.0,16384.0,0.0,0.0,0.0,0.0,2.23
160,4841728.0,35.2,21.38,14304.0,19971072.0,21.06,21717664.0,47.78,12612.31,881733418.26,0.0,0.0,756480.0,1210368.0,0.0,605184.0,0.0,0.0,0.0,0.0,22.45
161,23473664.0,57.69,40.74,34208.0,79881216.0,34.51,91557760.0,73.01,32365.59,946141036.97,0.0,0.0,1105920.0,4841472.0,0.0,2420736.0,0.0,0.0,0.0,0.0,22.04
