input_size,output_size,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,Achieved Occupancy,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Registers Per Thread,Threads,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
"[16, 8, 64, 64]","[1, 1]",2.6463999664833924e-05,0.0,0.0,0.0,0.0,512.0,2228224.0,65536.0,0.0,0.0,2048.0,16.24,4.15,17.51,8388736.0,17471360.0,8404992.0,2.08,4128.0,0.13,24.97,0.0,32.0,16384.0,2359808.0,1048576.0,3408384.0,0.406304835436471,0.195084069013517,0.4055190058479532,119.94804271314683,36.90154596312524
"[16, 8, 64, 64]","[2, 2]",8.521600413468565e-05,0.0,0.0,0.0,394240.0,0.0,2153472.0,0.0,0.0,0.0,0.0,19.66,19.66,6.23,8388736.0,17351360.0,67141280.0,14.24,9216.0,0.09,15.23,0.0,32.0,262144.0,2941952.0,0.0,2941952.0,0.3507026565146406,0.16955166626708223,0.043817335624224026,32.15248519168627,0.0
"[16, 8, 64, 64]","[3, 3]",7.478400095690978e-05,0.0,0.0,0.0,691712.0,0.0,2329088.0,0.0,0.0,0.0,0.0,11.87,11.87,6.63,8388736.0,17359648.0,71429984.0,14.86,43520.0,0.46,22.22,0.0,32.0,262144.0,3712512.0,0.0,3712512.0,0.4425591650518028,0.21385871418590977,0.05197414015940421,46.233769120257186,0.0
"[16, 8, 64, 64]","[4, 4]",2.899200415695096e-05,0.0,0.0,0.0,1017856.0,0.0,2242560.0,0.0,0.0,0.0,0.0,29.26,29.26,15.67,8388736.0,17404448.0,67174752.0,28.31,10240.0,0.28,30.58,0.0,32.0,262144.0,4278272.0,0.0,4278272.0,0.5100019836123106,0.24581486295917,0.06368869065567968,137.4327649918615,0.0
"[16, 8, 64, 64]","[5, 5]",3.132799836726915e-05,0.0,0.0,0.0,1372672.0,0.0,2563584.0,0.0,0.0,0.0,0.0,16.57,16.57,14.96,8388736.0,17469760.0,75881728.0,31.52,45568.0,1.19,37.29,0.0,32.0,262144.0,5308928.0,0.0,5308928.0,0.6328638784198239,0.3038924404227648,0.06996319324725973,157.8244621773835,0.0
"[16, 8, 64, 64]","[6, 6]",2.7455998703342197e-05,0.0,0.0,0.0,1756160.0,0.0,2618368.0,0.0,0.0,0.0,0.0,31.27,31.27,16.91,8388736.0,17578496.0,75907264.0,37.19,11264.0,0.33,43.55,0.0,32.0,262144.0,6130688.0,0.0,6130688.0,0.7308238094511498,0.3487606675792969,0.08076549827958494,207.95630834689644,0.0
"[16, 8, 64, 64]","[7, 7]",2.4287995606891e-05,0.0,0.0,0.0,2168320.0,0.0,2818560.0,0.0,0.0,0.0,0.0,17.79,16.53,19.93,8388736.0,17628736.0,80482976.0,38.54,47616.0,1.66,49.92,0.0,32.0,262144.0,7155200.0,0.0,7155200.0,0.8529532935593634,0.40588275869580215,0.08890327315928277,274.3659622533041,0.0
"[16, 8, 64, 64]","[8, 8]",1.737600202170865e-05,0.0,0.0,0.0,2609152.0,0.0,2469888.0,0.0,0.0,0.0,0.0,26.29,26.29,27.03,8388736.0,17551776.0,67239936.0,42.59,12288.0,0.6,55.13,0.0,32.0,262144.0,7688192.0,0.0,7688192.0,0.9164899217236065,0.43802929116688816,0.11433966861598441,412.0733157508021,0.0
"[16, 8, 64, 64]","[16, 16]",1.6703995544908436e-05,0.0,0.0,0.0,7168000.0,0.0,3121152.0,0.0,0.0,0.0,0.0,26.08,15.01,30.64,8388736.0,18528256.0,34078720.0,51.95,16384.0,0.84,71.97,0.0,32.0,262144.0,17457152.0,0.0,17457152.0,2.0810229336100217,0.942190781474522,0.5122596153846154,973.314420635693,0.0
"[16, 8, 64, 64]","[32, 32]",1.990400307114479e-05,0.0,0.0,0.0,21790720.0,0.0,5210112.0,0.0,0.0,0.0,0.0,21.79,8.8,29.59,8388736.0,21678368.0,18874368.0,56.76,49152.0,2.11,71.03,0.0,32.0,262144.0,48791552.0,0.0,48791552.0,5.816317500038147,2.250702266886511,2.5850694444444446,2282.9917010011523,0.0
"[16, 8, 97, 97]","[1, 1]",2.156800305483134e-05,0.0,0.0,0.0,0.0,512.0,7160320.0,803584.0,0.0,0.0,25472.0,46.03,13.8,45.69,19269760.0,39587904.0,19660736.0,22.74,145265.0,5.72,83.89,2436.0,32.0,262144.0,8768000.0,13041664.0,21809664.0,1.1318077651200638,0.5509173711242706,1.1093004860041862,941.7576757727956,563.14884891623
"[16, 8, 97, 97]","[2, 2]",0.0002201280016347,0.0,0.0,0.0,394240.0,0.0,4973568.0,0.0,0.0,0.0,0.0,9.96,9.96,5.6,19272320.0,39292608.0,154647680.0,12.1,9216.0,0.03,14.79,0.0,32.0,262144.0,5762048.0,0.0,5762048.0,0.2989805067578787,0.14664458006961512,0.03725919457698945,24.37820422012156,0.0
"[16, 8, 97, 97]","[3, 3]",0.0001188159996726,0.0,0.0,0.0,691712.0,0.0,5116928.0,0.0,0.0,0.0,0.0,34.63,34.63,10.3,19269760.0,39393120.0,160533056.0,16.86,9728.0,0.07,22.19,0.0,32.0,262144.0,6500352.0,0.0,6500352.0,0.3373343518549271,0.16501236764186233,0.040492295867089204,50.95209885224711,0.0
"[16, 8, 97, 97]","[4, 4]",7.446399609207579e-05,0.0,0.0,0.0,1017856.0,0.0,5265408.0,0.0,0.0,0.0,0.0,16.69,16.69,15.82,19269760.0,39572800.0,163300000.0,22.77,10240.0,0.11,29.36,0.0,32.0,262144.0,7301120.0,0.0,7301120.0,0.3788900328805341,0.18449844337524765,0.04470985915492958,91.31524270559747,0.0
"[16, 8, 97, 97]","[5, 5]",8.121599868847231e-05,0.0,0.0,0.0,1372672.0,0.0,5419008.0,0.0,0.0,0.0,0.0,17.73,17.73,14.22,19269760.0,39850496.0,166673888.0,19.72,10752.0,0.11,36.19,0.0,32.0,262144.0,8164352.0,0.0,8164352.0,0.4236872695871666,0.20487453907725514,0.04898398962169767,93.62250600245692,0.0
"[16, 8, 97, 97]","[6, 6]",4.7679997677437553e-05,0.0,0.0,0.0,1756160.0,0.0,5577728.0,0.0,0.0,0.0,0.0,48.61,48.61,23.35,19269888.0,39950336.0,170337472.0,29.87,11264.0,0.2,43.93,0.0,32.0,262144.0,9090048.0,0.0,9090048.0,0.471722928540114,0.22753370584918234,0.05336493428762404,177.55384478016302,0.0
"[16, 8, 97, 97]","[7, 7]",4.799999587042876e-05,0.0,0.0,0.0,2168320.0,0.0,5741568.0,0.0,0.0,0.0,0.0,20.88,20.88,22.11,19269760.0,40132032.0,173318848.0,29.62,11776.0,0.19,51.05,0.0,32.0,262144.0,10078208.0,0.0,10078208.0,0.5230064100435086,0.25112628236716245,0.05814836710661728,195.54298811622942,0.0
"[16, 8, 97, 97]","[8, 8]",3.568000397586051e-05,0.0,0.0,0.0,2609152.0,0.0,5910528.0,0.0,0.0,0.0,0.0,27.25,21.87,30.45,19269760.0,40069248.0,176719008.0,38.03,12288.0,0.29,56.96,0.0,32.0,262144.0,11128832.0,0.0,11128832.0,0.577528313793218,0.27773997655259214,0.06297473104873925,290.4857431550541,0.0
"[16, 8, 97, 97]","[16, 16]",2.7392002288968807e-05,0.0,0.0,0.0,7168000.0,0.0,7446528.0,0.0,0.0,0.0,0.0,34.9,17.46,38.79,19269760.0,40688640.0,157645504.0,50.71,16384.0,0.49,68.84,0.0,32.0,262144.0,21782528.0,0.0,21782528.0,1.1303995483078149,0.5353466717000126,0.13817411500679397,740.6015757659114,0.0
"[16, 8, 97, 97]","[32, 32]",2.6879998346001576e-05,0.0,0.0,0.0,21790720.0,0.0,11501568.0,0.0,0.0,0.0,0.0,35.89,13.72,42.79,19270144.0,44534336.0,107701024.0,59.89,16384.0,0.5,69.0,0.0,32.0,262144.0,55083008.0,0.0,55083008.0,2.858463745782076,1.2368660442136152,0.5114436794955636,1908.4840768137892,0.0
"[16, 16, 64, 64]","[1, 1]",2.7232003672379047e-05,0.0,0.0,0.0,0.0,1024.0,4456448.0,131072.0,0.0,0.0,4096.0,31.44,8.03,32.95,16777344.0,34438112.0,16809984.0,4.02,8256.0,0.25,24.97,0.0,32.0,32768.0,4719616.0,2097152.0,6816768.0,0.40630793527271064,0.19794255852353346,0.4055190058479532,233.13047400752563,71.72167804828189
"[16, 16, 64, 64]","[2, 2]",0.0001687039990624,0.0,0.0,0.0,788480.0,0.0,4306944.0,0.0,0.0,0.0,0.0,19.49,19.49,6.11,16777344.0,34363488.0,134283840.0,14.07,10240.0,0.05,25.63,0.0,32.0,262144.0,5883904.0,0.0,5883904.0,0.35070533214315686,0.17122545883584345,0.0438169179552804,32.48181816984342,0.0
"[16, 16, 64, 64]","[3, 3]",0.0001473920015949,0.0,0.0,0.0,1383424.0,0.0,4658176.0,0.0,0.0,0.0,0.0,12.01,12.01,6.65,16777344.0,34502016.0,142855264.0,14.99,78848.0,0.43,36.98,0.0,32.0,262144.0,7425024.0,0.0,7425024.0,0.44256254148451624,0.21520551146924283,0.051975851586400064,46.91633462762468,0.0
"[16, 16, 64, 64]","[4, 4]",5.769599596226157e-05,0.0,0.0,0.0,2035712.0,0.0,4485120.0,0.0,0.0,0.0,0.0,28.46,28.46,15.0,16777344.0,34421696.0,134348640.0,27.41,12288.0,0.17,47.11,0.0,32.0,262144.0,8556544.0,0.0,8556544.0,0.5100058745889695,0.24857996537997432,0.06368910023949628,138.11881491920187,0.0
"[16, 16, 64, 64]","[5, 5]",6.041599747316247e-05,0.0,0.0,0.0,2745344.0,0.0,5127168.0,0.0,0.0,0.0,0.0,16.57,16.57,14.79,16777344.0,34668832.0,151764064.0,31.4,82944.0,1.08,52.05,0.0,32.0,262144.0,10617856.0,0.0,10617856.0,0.6328687067511997,0.30626517789811897,0.06996291295942102,163.6760030521563,0.0
"[16, 16, 64, 64]","[6, 6]",5.030400401708667e-05,0.0,0.0,0.0,3512320.0,0.0,5236736.0,0.0,0.0,0.0,0.0,35.14,35.14,18.79,16777344.0,34788416.0,151809344.0,41.62,14336.0,0.24,59.07,0.0,32.0,262144.0,12261376.0,0.0,12261376.0,0.7308293851517856,0.35245571399399156,0.08076825626754569,227.00571232400637,0.0
"[16, 16, 64, 64]","[7, 7]",3.932799603999698e-05,0.0,0.0,0.0,4336640.0,0.0,5637120.0,0.0,0.0,0.0,0.0,21.41,19.77,23.59,16777344.0,34927072.0,160918496.0,46.1,87040.0,1.83,63.5,0.0,32.0,262144.0,14310400.0,0.0,14310400.0,0.8529598010269087,0.40972229220932116,0.08892949136188795,338.8832362122656,0.0
"[16, 16, 64, 64]","[8, 8]",2.5951997706648e-05,0.0,0.0,0.0,5218304.0,0.0,4939776.0,0.0,0.0,0.0,0.0,34.04,34.04,34.48,16777344.0,34750816.0,134479872.0,54.83,16384.0,0.52,69.88,0.0,32.0,262144.0,15376384.0,0.0,15376384.0,0.9164969139334569,0.44247548028800243,0.11433966861598441,551.8023582241558,0.0
"[16, 16, 64, 64]","[16, 16]",2.729600419557867e-05,0.0,0.0,0.0,14336000.0,0.0,6242304.0,0.0,0.0,0.0,0.0,30.14,16.78,34.09,16777344.0,36372544.0,68157440.0,57.9,16384.0,0.48,69.97,0.0,32.0,262144.0,34914304.0,0.0,34914304.0,2.0810388104338804,0.9599082208822127,0.5122596153846154,1191.2541945408416,0.0
"[16, 16, 64, 64]","[32, 32]",3.4207996419542125e-05,0.0,0.0,0.0,43581440.0,0.0,10420224.0,0.0,0.0,0.0,0.0,24.27,9.35,32.18,16777344.0,42739040.0,37749120.0,61.4,81920.0,1.95,71.6,0.0,32.0,262144.0,97583104.0,0.0,97583104.0,5.8163618746805215,2.283231069298702,2.585043148025702,2656.7281679301127,0.0
"[16, 16, 97, 97]","[1, 1]",3.337600033126671e-05,0.0,0.0,0.0,0.0,1024.0,14320640.0,1607168.0,0.0,0.0,50944.0,58.27,17.46,57.18,38541568.0,78357824.0,39325408.0,27.8,290784.0,7.22,87.57,3804.0,32.0,524288.0,17536000.0,26083328.0,43619328.0,1.1317476237604034,0.5566684444938134,1.1091894583776474,1217.1519790494697,727.8281383747234
"[16, 16, 97, 97]","[2, 2]",0.0004418560006419,0.0,0.0,0.0,788480.0,0.0,9947136.0,0.0,0.0,0.0,0.0,9.74,9.74,5.5,38889344.0,78419040.0,309250848.0,11.81,10240.0,0.02,24.86,0.0,32.0,262144.0,11524096.0,0.0,11524096.0,0.2963304292301768,0.14695533125628674,0.03726455747665403,24.28992871262183,0.0
"[16, 16, 97, 97]","[3, 3]",0.0002510399980354,0.0,0.0,0.0,1383424.0,0.0,10233856.0,0.0,0.0,0.0,0.0,32.78,32.78,9.87,39153408.0,79817824.0,321053696.0,15.92,11264.0,0.04,36.9,0.0,32.0,262144.0,13000704.0,0.0,13000704.0,0.33204527176791354,0.16287970967487161,0.04049386181182602,48.23075691462674,0.0
"[16, 16, 97, 97]","[4, 4]",0.0001447039957784,0.0,0.0,0.0,2035712.0,0.0,10530816.0,0.0,0.0,0.0,0.0,17.15,17.15,16.43,39451008.0,80119136.0,326571552.0,23.28,12288.0,0.07,45.66,0.0,32.0,262144.0,14602240.0,0.0,14602240.0,0.3701360431652342,0.18225658349585797,0.044713753878966166,93.98078939561053,0.0
"[16, 16, 97, 97]","[5, 5]",0.0001557759977536,0.0,0.0,0.0,2745344.0,0.0,10838016.0,0.0,0.0,0.0,0.0,18.17,18.17,14.87,39689472.0,81246464.0,333301088.0,20.04,13312.0,0.07,55.35,0.0,32.0,262144.0,16328704.0,0.0,16328704.0,0.41141146952017904,0.20097741115231796,0.04899085117897965,97.62281011653877,0.0
"[16, 16, 97, 97]","[6, 6]",9.023999605928714e-05,0.0,0.0,0.0,3512320.0,0.0,11155456.0,0.0,0.0,0.0,0.0,50.85,50.85,24.99,39962624.0,81830176.0,340654656.0,31.07,14336.0,0.13,59.91,0.0,32.0,262144.0,18180096.0,0.0,18180096.0,0.45492748424127505,0.22216860440334382,0.05336811248515564,187.62782084290703,0.0
"[16, 16, 97, 97]","[7, 7]",9.267200065754614e-05,0.0,0.0,0.0,4336640.0,0.0,11483136.0,0.0,0.0,0.0,0.0,22.57,22.57,24.58,40197888.0,83022944.0,346587584.0,31.6,15360.0,0.14,72.37,0.0,32.0,262144.0,20156416.0,0.0,20156416.0,0.5014297268553014,0.24278127260820817,0.05815677459467215,202.56523125587705,0.0
"[16, 16, 97, 97]","[8, 8]",6.300799869873816e-05,0.0,0.0,0.0,5218304.0,0.0,11821056.0,0.0,0.0,0.0,0.0,31.63,24.46,34.88,40226048.0,82771488.0,353402496.0,42.04,16384.0,0.21,73.09,0.0,32.0,262144.0,22257664.0,0.0,22257664.0,0.5533147079225879,0.26890496398953223,0.06298106055255479,328.99100700720055,0.0
"[16, 16, 97, 97]","[16, 16]",4.94400012932911e-05,0.0,0.0,0.0,14336000.0,0.0,14893056.0,0.0,0.0,0.0,0.0,38.48,18.98,42.11,38688640.0,80692640.0,315247360.0,54.46,16384.0,0.27,69.15,0.0,32.0,262144.0,43565056.0,0.0,43565056.0,1.1260425799407785,0.5398888424024794,0.1381932460909427,820.6537025858287,0.0
"[16, 16, 97, 97]","[32, 32]",4.8544000326224495e-05,0.0,0.0,0.0,43581440.0,0.0,23003136.0,0.0,0.0,0.0,0.0,40.49,14.62,45.91,39637632.0,86202240.0,215405824.0,64.28,16384.0,0.28,68.91,0.0,32.0,262144.0,110166016.0,0.0,110166016.0,2.7793288963377023,1.2779948177680767,0.5114347140400438,2113.548470805016,0.0
"[16, 32, 64, 64]","[1, 1]",3.228799999985568e-05,0.0,0.0,0.0,0.0,2048.0,8912896.0,262144.0,0.0,0.0,8192.0,52.53,13.48,53.02,33556736.0,68341408.0,33619968.0,6.74,16595.0,0.43,29.74,0.0,32.0,65536.0,9439232.0,4194304.0,13633536.0,0.40628313790709564,0.19949158788183,0.4055190058479532,393.24888034841325,120.98147918785493
"[16, 32, 64, 64]","[2, 2]",0.0001890560003279,0.0,0.0,0.0,1576960.0,0.0,8613888.0,0.0,0.0,0.0,0.0,36.44,36.44,11.27,33555200.0,68076736.0,268567616.0,26.28,20480.0,0.09,32.15,0.0,32.0,524288.0,11767808.0,0.0,11767808.0,0.3506999809269502,0.17286093152292142,0.04381692839690694,57.97025868066698,0.0
"[16, 32, 64, 64]","[3, 3]",0.0001564479977314,0.0,0.0,0.0,2766848.0,0.0,9316352.0,0.0,0.0,0.0,0.0,23.09,23.09,12.56,33555456.0,68772000.0,285683168.0,28.65,157696.0,0.82,46.52,0.0,32.0,524288.0,14850048.0,0.0,14850048.0,0.44255241234093196,0.21593160006979584,0.05198082933608465,88.40116292359323,0.0
"[16, 32, 64, 64]","[4, 4]",6.620799967757832e-05,0.0,0.0,0.0,4071424.0,0.0,8970240.0,0.0,0.0,0.0,0.0,51.5,51.5,26.77,33555584.0,68258720.0,268696736.0,49.51,24576.0,0.3,57.52,0.0,32.0,524288.0,17113088.0,0.0,17113088.0,0.5099922564304051,0.2507091841159635,0.06368922918363995,240.72325479391685,0.0
"[16, 32, 64, 64]","[5, 5]",7.072000290427703e-05,0.0,0.0,0.0,5490688.0,0.0,10254336.0,0.0,0.0,0.0,0.0,29.05,29.05,25.34,33563008.0,69387136.0,303528800.0,54.72,165888.0,1.89,69.74,0.0,32.0,524288.0,21235712.0,0.0,21235712.0,0.6327118236839797,0.3060468153635855,0.06996275806447362,279.6563512646111,0.0
"[16, 32, 64, 64]","[6, 6]",7.065600224355523e-05,0.0,0.0,0.0,7024640.0,0.0,10473472.0,0.0,0.0,0.0,0.0,47.96,47.96,25.23,33560960.0,69107968.0,303609184.0,56.65,28672.0,0.33,69.47,0.0,32.0,524288.0,24522752.0,0.0,24522752.0,0.7306928049733976,0.354846954840287,0.08077078458865065,323.2364102708636,0.0
"[16, 32, 64, 64]","[7, 7]",5.932799999992915e-05,0.0,0.0,0.0,8673280.0,0.0,11274240.0,0.0,0.0,0.0,0.0,28.27,26.12,30.72,33555968.0,69370080.0,321948416.0,60.64,174080.0,2.41,73.29,0.0,32.0,524288.0,28620800.0,0.0,28620800.0,0.8529272646820977,0.4125813318940961,0.08889871351316106,449.2852808722107,0.0
"[16, 32, 64, 64]","[8, 8]",4.060800327903059e-05,0.0,0.0,0.0,10436608.0,0.0,9879552.0,0.0,0.0,0.0,0.0,43.67,43.67,43.61,33579008.0,68851200.0,268959744.0,69.99,32768.0,0.66,81.69,0.0,32.0,524288.0,30752768.0,0.0,30752768.0,0.9158331300317151,0.44665551217698457,0.11433966861598441,705.2980880028194,0.0
"[16, 32, 64, 64]","[16, 16]",4.3264001309462336e-05,0.0,0.0,0.0,28672000.0,0.0,12484608.0,0.0,0.0,0.0,0.0,38.84,21.54,43.01,33758464.0,72130592.0,136314880.0,73.97,32768.0,0.62,82.67,0.0,32.0,524288.0,69828608.0,0.0,69828608.0,2.0684770491927593,0.9680858851123806,0.5122596153846154,1503.165611502317,0.0
"[16, 32, 64, 64]","[32, 32]",5.7887996410411845e-05,0.0,0.0,0.0,87162880.0,0.0,20840448.0,0.0,0.0,0.0,0.0,30.92,11.08,37.49,36045056.0,84805920.0,75494144.0,72.64,163840.0,2.31,83.45,0.0,32.0,524288.0,195166208.0,0.0,195166208.0,5.4145069992400625,2.3013276431645338,2.5851834017748447,3139.903029703198,0.0
"[16, 32, 97, 97]","[1, 1]",5.67999996706236e-05,0.0,0.0,0.0,0.0,2048.0,28641280.0,3214336.0,0.0,0.0,101888.0,68.12,20.42,66.33,77084800.0,155299008.0,78594528.0,31.92,581783.0,8.43,92.28,6500.0,32.0,1048576.0,35072000.0,52166656.0,87238656.0,1.131723193158703,0.561746382822999,1.1099838400963487,1430.4107426594649,855.3518425481111
"[16, 32, 97, 97]","[2, 2]",0.0004712319961363,0.0,0.0,0.0,1576960.0,0.0,19894272.0,0.0,0.0,0.0,0.0,18.32,18.32,10.34,78028800.0,157170112.0,618500704.0,22.19,20480.0,0.03,34.81,0.0,32.0,524288.0,23048192.0,0.0,23048192.0,0.29538057742782153,0.1466448786395215,0.0372646172444777,45.551451704614756,0.0
"[16, 32, 97, 97]","[3, 3]",0.0002966079971163,0.0,0.0,0.0,2766848.0,0.0,20467712.0,0.0,0.0,0.0,0.0,54.28,54.28,16.25,78846208.0,159216192.0,642123744.0,26.34,22528.0,0.06,47.15,0.0,32.0,524288.0,26001408.0,0.0,26001408.0,0.32977372862370247,0.16330881723386526,0.04049283061552696,81.64209487815167,0.0
"[16, 32, 97, 97]","[4, 4]",0.0001619840038803,0.0,0.0,0.0,4071424.0,0.0,21061632.0,0.0,0.0,0.0,0.0,30.51,30.51,29.12,79698944.0,160996288.0,653139968.0,41.37,24576.0,0.12,58.05,0.0,32.0,524288.0,29204480.0,0.0,29204480.0,0.366434968071848,0.18139846801933718,0.04471396856852588,167.91035443231246,0.0
"[16, 32, 97, 97]","[5, 5]",0.000170976002258,0.0,0.0,0.0,5490688.0,0.0,21676032.0,0.0,0.0,0.0,0.0,33.26,33.26,27.0,80488064.0,162797056.0,666643616.0,36.66,26624.0,0.13,71.55,0.0,32.0,524288.0,32657408.0,0.0,32657408.0,0.40574224769526074,0.20060195683145524,0.04898780580237342,177.88801292086018,0.0
"[16, 32, 97, 97]","[6, 6]",0.0001391039987325,0.0,0.0,0.0,7024640.0,0.0,22310912.0,0.0,0.0,0.0,0.0,63.73,63.73,31.44,81024256.0,164090336.0,681281824.0,38.87,28672.0,0.16,73.97,0.0,32.0,524288.0,36360192.0,0.0,36360192.0,0.44875687596563674,0.2215864315129442,0.05337026575363326,243.43705382670225,0.0
"[16, 32, 97, 97]","[7, 7]",0.0001397760012999,0.0,0.0,0.0,8673280.0,0.0,22966272.0,0.0,0.0,0.0,0.0,29.64,29.64,32.14,81302656.0,165343072.0,693210592.0,41.37,30720.0,0.18,78.01,0.0,32.0,524288.0,40312832.0,0.0,40312832.0,0.49583659357942744,0.24381325151621713,0.058153802704734206,268.60298004753486,0.0
"[16, 32, 97, 97]","[8, 8]",9.852800163312911e-05,0.0,0.0,0.0,10436608.0,0.0,23642112.0,0.0,0.0,0.0,0.0,40.73,31.48,44.63,80547328.0,165707008.0,706811360.0,53.93,32768.0,0.27,82.33,0.0,32.0,524288.0,44515328.0,0.0,44515328.0,0.5526605178014099,0.2686387771843663,0.0629804931261999,420.77510144966334,0.0
"[16, 32, 97, 97]","[16, 16]",8.172800098804915e-05,0.0,0.0,0.0,28672000.0,0.0,29786112.0,0.0,0.0,0.0,0.0,48.07,23.48,51.23,78292480.0,161165344.0,630544320.0,67.05,32768.0,0.33,79.91,0.0,32.0,524288.0,87130112.0,0.0,87130112.0,1.1128797044109473,0.5406256074506937,0.1381823755069271,992.8817449755168,0.0
"[16, 32, 97, 97]","[32, 32]",8.03199977661191e-05,0.0,0.0,0.0,87162880.0,0.0,46006272.0,0.0,0.0,0.0,0.0,49.86,17.33,53.99,82429952.0,171771424.0,430782432.0,75.94,32768.0,0.33,80.81,0.0,32.0,524288.0,220332032.0,0.0,220332032.0,2.672960818902333,1.282704811249629,0.5114693999406178,2554.7833792278607,0.0
"[16, 64, 64, 64]","[1, 1]",4.694399734781205e-05,0.0,0.0,0.0,0.0,4096.0,17825792.0,524288.0,0.0,0.0,16384.0,72.25,18.51,69.56,67110784.0,135350944.0,67239936.0,9.2,33313.0,0.59,58.95,0.0,32.0,131072.0,18878464.0,8388608.0,27267072.0,0.40629941083686344,0.2014546126844893,0.4055190058479532,540.9517964377015,166.4217033354984
