Metric Name,Achieved Occupancy,Registers Per Thread,Threads,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
82,30.64,38.0,262144.0,16777344.0,10.87,0.0,78848.0,0.42,142854528.0,10.87,26064320.0,5.65,172811.87,1180408950.62,0.0,0.0,0.0,0.0,4460544.0,92160.0,0.0,0.0,0.0,0.0,15.68
83,34.87,38.0,262144.0,16777344.0,29.7,0.0,12288.0,0.17,134348320.0,29.7,26019584.0,13.39,65913.67,1161760904.31,0.0,0.0,0.0,0.0,4194304.0,163840.0,0.0,0.0,0.0,0.0,28.41
84,42.47,38.0,262144.0,16777344.0,17.63,0.0,82944.0,1.1,151760256.0,17.63,26244000.0,12.81,69619.48,1167798602.41,0.0,0.0,0.0,0.0,4734976.0,256000.0,0.0,0.0,0.0,0.0,34.07
85,46.61,38.0,262144.0,16777344.0,35.4,0.0,14336.0,0.24,151813088.0,35.4,26323040.0,16.18,55258.07,1099181931.77,0.0,0.0,0.0,0.0,4734976.0,368640.0,0.0,0.0,0.0,0.0,44.57
86,51.32,38.0,262144.0,16777600.0,20.9,0.0,87040.0,1.79,160963072.0,20.73,26484928.0,19.87,45119.67,1125290968.34,0.0,0.0,0.0,0.0,5017600.0,501760.0,0.0,0.0,0.0,0.0,48.01
87,58.44,38.0,262144.0,16777344.0,34.41,0.0,16384.0,0.52,134479872.0,34.41,26265568.0,30.16,29021.81,1123831118.91,0.0,0.0,0.0,0.0,4194304.0,655360.0,0.0,0.0,0.0,0.0,54.77
88,59.18,38.0,262144.0,16777344.0,30.06,0.0,16384.0,0.49,68157440.0,16.8,27473376.0,29.67,31161.65,1128391083.0,0.0,0.0,0.0,0.0,4194304.0,2621440.0,0.0,0.0,0.0,0.0,58.19
89,59.07,38.0,262144.0,16777728.0,23.04,0.0,81920.0,1.86,37747712.0,8.84,32386976.0,26.95,40675.43,1131885182.71,0.0,0.0,0.0,0.0,4194304.0,10485760.0,0.0,0.0,0.0,0.0,60.99
90,88.41,26.0,524288.0,38541184.0,59.75,3754.0,290378.0,7.46,39298336.0,18.06,64515072.0,54.62,36046.17,1018483461.42,50944.0,0.0,0.0,0.0,14320640.0,0.0,1024.0,0.0,1607168.0,0.0,27.63
91,20.57,38.0,262144.0,38559104.0,9.2,0.0,10240.0,0.02,309258400.0,9.2,64852928.0,4.81,522746.63,1132937941.32,0.0,0.0,0.0,0.0,9834496.0,40960.0,0.0,0.0,0.0,0.0,11.54
92,29.31,38.0,262144.0,38567168.0,32.92,0.0,11264.0,0.04,321053984.0,32.92,65162272.0,8.85,282736.72,1136840268.84,0.0,0.0,0.0,0.0,10036224.0,92160.0,0.0,0.0,0.0,0.0,16.11
93,35.79,38.0,262144.0,38586112.0,15.95,0.0,12288.0,0.07,326558944.0,15.95,65580000.0,14.05,171398.59,1119842362.22,0.0,0.0,0.0,0.0,10240000.0,163840.0,0.0,0.0,0.0,0.0,22.61
94,46.31,38.0,262144.0,38582016.0,15.15,0.0,13312.0,0.06,333291008.0,15.15,66131168.0,11.5,202557.2,1129937989.24,0.0,0.0,0.0,0.0,10445824.0,256000.0,0.0,0.0,0.0,0.0,18.19
95,47.62,38.0,262144.0,38593792.0,48.7,0.0,14336.0,0.13,340590112.0,48.7,67180448.0,21.26,104645.94,1119926631.47,0.0,0.0,0.0,0.0,10653696.0,368640.0,0.0,0.0,0.0,0.0,30.76
96,53.75,38.0,262144.0,38601728.0,22.74,0.0,15360.0,0.14,346556032.0,22.74,66629312.0,22.43,98396.52,1111272570.91,0.0,0.0,0.0,0.0,10863616.0,501760.0,0.0,0.0,0.0,0.0,35.82
97,59.08,38.0,262144.0,38618240.0,29.33,0.0,16384.0,0.2,353377696.0,23.09,66737856.0,29.48,74098.17,1093280315.55,0.0,0.0,0.0,0.0,11075584.0,655360.0,0.0,0.0,0.0,0.0,41.77
98,56.68,38.0,262144.0,38653440.0,36.12,0.0,16384.0,0.25,315244192.0,16.91,66444704.0,36.38,60000.06,1124776086.45,0.0,0.0,0.0,0.0,12845056.0,2621440.0,0.0,0.0,0.0,0.0,55.76
99,56.71,38.0,262144.0,39731200.0,38.23,0.0,16384.0,0.26,215379904.0,12.89,73609664.0,40.14,58088.13,1126787120.38,0.0,0.0,0.0,0.0,16777216.0,10485760.0,0.0,0.0,0.0,0.0,61.25
100,29.73,26.0,65536.0,33557120.0,54.29,0.0,16512.0,0.44,33619968.0,13.98,54611232.0,48.85,34713.22,1044069484.55,8192.0,0.0,0.0,0.0,8912896.0,0.0,2048.0,0.0,262144.0,0.0,6.87
101,26.77,38.0,524288.0,33556352.0,26.34,0.0,20480.0,0.06,268567264.0,26.34,54428672.0,7.25,295823.69,1137643386.91,0.0,0.0,0.0,0.0,8388608.0,81920.0,0.0,0.0,0.0,0.0,18.82
102,39.8,38.0,524288.0,33555584.0,14.64,0.0,157696.0,0.57,285755232.0,14.64,55069984.0,7.72,257532.41,1168901631.3,0.0,0.0,0.0,0.0,8921088.0,184320.0,0.0,0.0,0.0,0.0,21.02
103,40.92,38.0,524288.0,33581184.0,39.47,0.0,24576.0,0.23,268695776.0,39.47,54628736.0,18.17,99206.44,1133528844.2,0.0,0.0,0.0,0.0,8388608.0,327680.0,0.0,0.0,0.0,0.0,37.69
104,48.88,38.0,524288.0,33573888.0,23.03,0.0,165888.0,1.44,303498496.0,23.03,55079104.0,17.05,106744.07,1154639084.39,0.0,0.0,0.0,0.0,9469952.0,512000.0,0.0,0.0,0.0,0.0,44.38
105,55.77,38.0,524288.0,33597824.0,45.11,0.0,28672.0,0.31,303625728.0,45.11,55204896.0,20.99,86807.35,1128423354.98,0.0,0.0,0.0,0.0,9469952.0,737280.0,0.0,0.0,0.0,0.0,56.66
106,56.68,38.0,524288.0,33557120.0,22.71,0.0,174080.0,1.94,321927776.0,22.5,55601728.0,22.01,83277.91,1110253671.71,0.0,0.0,0.0,0.0,10035200.0,1003520.0,0.0,0.0,0.0,0.0,51.93
107,63.07,38.0,524288.0,33630464.0,38.95,0.0,32768.0,0.59,268959744.0,38.95,55265280.0,34.78,51373.63,1107190293.74,0.0,0.0,0.0,0.0,8388608.0,1310720.0,0.0,0.0,0.0,0.0,61.72
108,64.33,38.0,524288.0,33783168.0,34.59,0.0,32768.0,0.55,136314944.0,19.16,58568320.0,34.71,54714.52,1113894920.98,0.0,0.0,0.0,0.0,8388608.0,5242880.0,0.0,0.0,0.0,0.0,66.13
109,65.05,38.0,524288.0,36168448.0,28.63,0.0,163840.0,2.14,75497984.0,10.11,71178464.0,32.64,70899.15,1135621927.03,0.0,0.0,0.0,0.0,8388608.0,20971520.0,0.0,0.0,0.0,0.0,69.87
110,92.05,26.0,1048576.0,77085568.0,68.92,6857.0,580768.0,8.57,78597344.0,20.78,141604160.0,64.97,62766.63,1077723723.04,101888.0,0.0,0.0,0.0,28641280.0,0.0,2048.0,0.0,3214336.0,0.0,31.28
111,30.73,38.0,524288.0,77819520.0,17.63,0.0,20480.0,0.03,618497248.0,17.63,143828960.0,9.75,545761.17,1150113727.04,0.0,0.0,0.0,0.0,19668992.0,81920.0,0.0,0.0,0.0,0.0,22.1
112,45.11,38.0,524288.0,78475264.0,44.32,0.0,22528.0,0.05,642130240.0,44.32,145168320.0,12.62,420130.33,1559642779.36,0.0,0.0,0.0,0.0,20072448.0,184320.0,0.0,0.0,0.0,0.0,21.67
113,43.9,38.0,524288.0,78696576.0,21.18,0.0,24576.0,0.09,653139712.0,21.18,146008608.0,19.91,258315.57,1138395387.08,0.0,0.0,0.0,0.0,20480000.0,327680.0,0.0,0.0,0.0,0.0,29.98
114,54.02,38.0,524288.0,78781568.0,19.84,0.0,26624.0,0.08,666546560.0,19.84,147742848.0,16.31,309684.65,1143929699.13,0.0,0.0,0.0,0.0,20891648.0,512000.0,0.0,0.0,0.0,0.0,23.77
115,58.32,38.0,524288.0,77759872.0,64.02,0.0,28672.0,0.17,681262400.0,64.02,147167488.0,29.63,159285.0,1132057368.66,0.0,0.0,0.0,0.0,21307392.0,737280.0,0.0,0.0,0.0,0.0,40.37
116,60.65,38.0,524288.0,77559296.0,23.86,0.0,30720.0,0.15,693194688.0,23.86,148707744.0,24.98,188418.28,1130364979.95,0.0,0.0,0.0,0.0,21727232.0,1003520.0,0.0,0.0,0.0,0.0,37.37
117,65.94,38.0,524288.0,77596800.0,30.96,0.0,32768.0,0.21,706787584.0,24.33,148403008.0,32.72,141423.07,1122833095.74,0.0,0.0,0.0,0.0,22151168.0,1310720.0,0.0,0.0,0.0,0.0,43.72
118,61.2,38.0,524288.0,78320640.0,40.11,0.0,32768.0,0.28,630561888.0,18.54,146254144.0,41.84,109808.11,1109800605.51,0.0,0.0,0.0,0.0,25690112.0,5242880.0,0.0,0.0,0.0,0.0,60.86
119,60.84,38.0,524288.0,82557440.0,43.65,0.0,32768.0,0.29,430741984.0,14.11,158638880.0,46.33,106266.72,1118502886.31,0.0,0.0,0.0,0.0,33554432.0,20971520.0,0.0,0.0,0.0,0.0,66.89
120,59.0,26.0,131072.0,67111168.0,71.86,0.0,33024.0,0.58,67239936.0,18.5,121813952.0,66.22,52480.13,1074707766.01,16384.0,0.0,0.0,0.0,17825792.0,0.0,4096.0,0.0,524288.0,0.0,9.02
121,32.85,38.0,1048576.0,67138304.0,38.42,0.0,40960.0,0.09,537131456.0,38.42,121719264.0,11.18,405745.83,1135855710.08,0.0,0.0,0.0,0.0,16777216.0,163840.0,0.0,0.0,0.0,0.0,27.44
122,45.43,38.0,1048576.0,67182336.0,21.01,0.0,315392.0,0.81,571488512.0,21.01,123469504.0,11.78,359242.76,1115937994.72,0.0,0.0,0.0,0.0,17842176.0,368640.0,0.0,0.0,0.0,0.0,30.12
123,49.1,38.0,1048576.0,67228160.0,47.87,0.0,49152.0,0.28,537391520.0,47.87,122016032.0,23.49,163755.41,1120998133.95,0.0,0.0,0.0,0.0,16777216.0,655360.0,0.0,0.0,0.0,0.0,45.62
124,57.33,38.0,1048576.0,67298688.0,27.62,0.0,331776.0,1.72,607066560.0,27.62,123552000.0,21.86,178363.41,1135899018.03,0.0,0.0,0.0,0.0,18939904.0,1024000.0,0.0,0.0,0.0,0.0,53.08
125,57.69,38.0,1048576.0,67417216.0,48.13,0.0,57344.0,0.33,607263936.0,48.13,123397824.0,23.98,162848.85,1135183274.68,0.0,0.0,0.0,0.0,18939904.0,1474560.0,0.0,0.0,0.0,0.0,60.35
126,59.3,38.0,1048576.0,67514112.0,25.88,0.0,348160.0,2.19,643858976.0,25.46,124047712.0,26.58,147317.22,1131955543.26,0.0,0.0,0.0,0.0,20070400.0,2007040.0,0.0,0.0,0.0,0.0,58.66
127,67.36,38.0,1048576.0,67670144.0,43.88,0.0,65536.0,0.66,537919232.0,43.88,123582016.0,41.76,91330.22,1121001352.88,0.0,0.0,0.0,0.0,16777216.0,2621440.0,0.0,0.0,0.0,0.0,69.35
128,68.23,38.0,1048576.0,69533568.0,39.65,0.0,65536.0,0.62,272629760.0,21.25,129978816.0,40.81,98657.61,1130150420.54,0.0,0.0,0.0,0.0,16777216.0,10485760.0,0.0,0.0,0.0,0.0,73.27
129,68.42,38.0,1048576.0,78047616.0,33.03,0.0,327680.0,2.28,150994944.0,10.75,155469952.0,36.24,133108.74,1144332365.38,0.0,0.0,0.0,0.0,16777216.0,41943040.0,0.0,0.0,0.0,0.0,74.37
130,95.91,26.0,2097152.0,154171392.0,74.58,12671.0,1161349.0,9.24,157187296.0,22.45,296766080.0,71.35,116413.33,1094110275.69,203776.0,0.0,0.0,0.0,57282560.0,0.0,4096.0,0.0,6428672.0,0.0,33.48
131,40.27,38.0,1048576.0,155966720.0,23.09,0.0,40960.0,0.05,1236998304.0,23.09,300284064.0,13.03,833649.87,1147746869.73,0.0,0.0,0.0,0.0,39337984.0,163840.0,0.0,0.0,0.0,0.0,28.93
132,48.8,38.0,1048576.0,157035136.0,60.9,0.0,45056.0,0.07,1284241248.0,60.9,303152384.0,17.71,611603.83,1144948169.39,0.0,0.0,0.0,0.0,40144896.0,368640.0,0.0,0.0,0.0,0.0,29.77
133,57.57,38.0,1048576.0,159144320.0,25.6,0.0,49152.0,0.11,1306275200.0,25.6,307141536.0,24.68,427797.0,1285447716.35,0.0,0.0,0.0,0.0,40960000.0,655360.0,0.0,0.0,0.0,0.0,36.2
134,60.62,38.0,1048576.0,159513088.0,23.45,0.0,53248.0,0.09,1333097376.0,23.45,309957792.0,19.93,524483.31,1141054273.74,0.0,0.0,0.0,0.0,41783296.0,1024000.0,0.0,0.0,0.0,0.0,28.06
135,59.32,38.0,1048576.0,156521472.0,65.51,0.0,57344.0,0.17,1362500096.0,65.51,309392800.0,31.27,311513.41,1142447363.16,0.0,0.0,0.0,0.0,42614784.0,1474560.0,0.0,0.0,0.0,0.0,41.26
136,61.86,38.0,1048576.0,155209472.0,27.12,0.0,61440.0,0.17,1386391456.0,27.12,309286048.0,29.06,331731.98,1143083517.62,0.0,0.0,0.0,0.0,43454464.0,2007040.0,0.0,0.0,0.0,0.0,42.43
137,68.58,38.0,1048576.0,155322752.0,35.05,0.0,65536.0,0.24,1413606016.0,27.52,310423776.0,37.74,250351.78,1139454275.5,0.0,0.0,0.0,0.0,44302336.0,2621440.0,0.0,0.0,0.0,0.0,49.36
138,64.77,38.0,1048576.0,157489024.0,44.49,0.0,65536.0,0.3,1261111744.0,20.41,305490304.0,47.21,199621.33,1131537577.85,0.0,0.0,0.0,0.0,51380224.0,10485760.0,0.0,0.0,0.0,0.0,66.92
139,64.53,38.0,1048576.0,168030848.0,48.24,0.0,65536.0,0.31,861477408.0,15.28,330648192.0,51.23,196338.24,1140016726.71,0.0,0.0,0.0,0.0,67108864.0,41943040.0,0.0,0.0,0.0,0.0,72.36
140,96.81,26.0,262144.0,134222336.0,72.96,0.0,66435.0,0.59,134479840.0,18.73,255988384.0,68.69,103685.94,1113083395.36,32768.0,0.0,0.0,0.0,35651584.0,0.0,8192.0,0.0,1048576.0,0.0,9.05
141,42.12,38.0,2097152.0,134302080.0,48.7,0.0,81920.0,0.12,1074264736.0,48.7,256537184.0,14.47,640533.26,1153565257.71,0.0,0.0,0.0,0.0,33554432.0,327680.0,0.0,0.0,0.0,0.0,34.75
142,51.61,38.0,2097152.0,134475008.0,23.76,0.0,630784.0,0.92,1142839776.0,23.76,260334912.0,13.66,636305.43,1149395639.32,0.0,0.0,0.0,0.0,35684352.0,737280.0,0.0,0.0,0.0,0.0,34.0
143,57.02,38.0,2097152.0,134599680.0,53.46,0.0,98304.0,0.31,1074791584.0,53.46,257285376.0,26.88,293468.91,1143932063.92,0.0,0.0,0.0,0.0,33554432.0,1310720.0,0.0,0.0,0.0,0.0,50.89
144,62.04,38.0,2097152.0,134848640.0,29.41,0.0,663552.0,1.83,1214041440.0,29.41,260462240.0,23.89,335663.69,1147521076.69,0.0,0.0,0.0,0.0,37879808.0,2048000.0,0.0,0.0,0.0,0.0,56.39
145,60.72,38.0,2097152.0,135090688.0,51.13,0.0,114688.0,0.35,1214516928.0,51.13,259725312.0,26.12,306773.09,1145907141.23,0.0,0.0,0.0,0.0,37879808.0,2949120.0,0.0,0.0,0.0,0.0,64.05
146,61.36,38.0,2097152.0,135444864.0,27.53,0.0,696320.0,2.32,1287704096.0,27.0,260852960.0,28.95,278116.31,1141467669.81,0.0,0.0,0.0,0.0,40140800.0,4014080.0,0.0,0.0,0.0,0.0,62.12
147,69.45,38.0,2097152.0,135843840.0,46.8,0.0,131072.0,0.71,1075838976.0,46.8,259959392.0,45.49,171359.24,1136455066.46,0.0,0.0,0.0,0.0,33554432.0,5242880.0,0.0,0.0,0.0,0.0,73.88
148,69.99,38.0,2097152.0,140807936.0,42.15,0.0,131072.0,0.64,545259520.0,22.23,272967264.0,43.67,188482.83,1140385003.23,0.0,0.0,0.0,0.0,33554432.0,20971520.0,0.0,0.0,0.0,0.0,76.67
149,70.16,38.0,2097152.0,161969792.0,35.53,0.0,655360.0,2.36,301994112.0,11.1,323934720.0,37.93,257323.0,1148599307.24,0.0,0.0,0.0,0.0,33554432.0,83886080.0,0.0,0.0,0.0,0.0,76.91
150,96.54,26.0,4194304.0,308344960.0,76.6,24154.0,2322711.0,9.47,314451296.0,23.02,605551712.0,73.81,227177.09,1156800414.46,407552.0,0.0,0.0,0.0,114565120.0,0.0,8192.0,0.0,12857344.0,0.0,34.19
151,48.96,38.0,2097152.0,312340736.0,27.55,0.0,81920.0,0.05,2473991904.0,27.55,614242688.0,15.61,1397886.7,1151001488.44,0.0,0.0,0.0,0.0,78675968.0,327680.0,0.0,0.0,0.0,0.0,34.5
152,55.42,38.0,2097152.0,315544064.0,69.09,0.0,90112.0,0.08,2568480864.0,69.09,620186048.0,20.33,1078448.61,1152622151.83,0.0,0.0,0.0,0.0,80289792.0,737280.0,0.0,0.0,0.0,0.0,33.76
153,59.75,38.0,2097152.0,318652800.0,30.35,0.0,98304.0,0.13,2612584064.0,30.35,627420128.0,29.53,721836.2,1147432797.48,0.0,0.0,0.0,0.0,81920000.0,1310720.0,0.0,0.0,0.0,0.0,42.89
154,64.19,38.0,2097152.0,320985472.0,25.45,0.0,106496.0,0.1,2666224992.0,25.45,635480864.0,21.92,966707.87,1150054094.3,0.0,0.0,0.0,0.0,83566592.0,2048000.0,0.0,0.0,0.0,0.0,30.44
155,63.13,38.0,2097152.0,313756672.0,70.06,0.0,114688.0,0.18,2724986720.0,70.06,634067872.0,33.79,582748.0,1145121989.56,0.0,0.0,0.0,0.0,85229568.0,2949120.0,0.0,0.0,0.0,0.0,44.1
156,62.53,38.0,2097152.0,310643456.0,28.8,0.0,122880.0,0.18,2772668384.0,28.8,631318080.0,31.02,625001.57,1151338080.04,0.0,0.0,0.0,0.0,86908928.0,4014080.0,0.0,0.0,0.0,0.0,45.03
157,71.05,38.0,2097152.0,311055744.0,37.16,0.0,131072.0,0.26,2827144992.0,29.13,633584704.0,40.38,473464.07,1146335501.26,0.0,0.0,0.0,0.0,88604672.0,5242880.0,0.0,0.0,0.0,0.0,52.18
158,66.49,38.0,2097152.0,315878912.0,46.38,0.0,131072.0,0.32,2522185568.0,21.19,623160896.0,49.38,384802.07,1146008273.59,0.0,0.0,0.0,0.0,102760448.0,20971520.0,0.0,0.0,0.0,0.0,69.41
159,65.93,38.0,2097152.0,338972800.0,50.29,0.0,131072.0,0.32,1722920192.0,15.76,673112672.0,52.96,380644.65,1146741083.06,0.0,0.0,0.0,0.0,134217728.0,83886080.0,0.0,0.0,0.0,0.0,74.63
160,97.31,26.0,524288.0,268493440.0,84.9,0.0,134353.0,0.7,268959680.0,21.75,525120544.0,79.8,178577.89,1120144325.13,65536.0,0.0,0.0,0.0,71303168.0,0.0,16384.0,0.0,2097152.0,0.0,10.36
161,50.7,38.0,4194304.0,268655232.0,57.15,0.0,163840.0,0.14,2148529216.0,57.15,525991616.0,17.11,1091895.15,1149924961.4,0.0,0.0,0.0,0.0,67108864.0,655360.0,0.0,0.0,0.0,0.0,40.77
162,56.41,38.0,4194304.0,269198336.0,25.78,0.0,1261568.0,0.99,2285736416.0,25.78,535507584.0,14.98,1174085.69,1151317235.54,0.0,0.0,0.0,0.0,71368704.0,1474560.0,0.0,0.0,0.0,0.0,36.85
163,60.82,38.0,4194304.0,269336192.0,57.74,0.0,196608.0,0.33,2149581632.0,57.74,528313696.0,29.34,543607.13,1152256854.16,0.0,0.0,0.0,0.0,67108864.0,2621440.0,0.0,0.0,0.0,0.0,54.93
164,64.16,38.0,4194304.0,269867648.0,30.82,0.0,1327104.0,1.92,2428191296.0,30.82,534236224.0,25.29,641160.81,1150848676.79,0.0,0.0,0.0,0.0,75759616.0,4096000.0,0.0,0.0,0.0,0.0,59.03
